"lipid","logFC","logCPM","LR","PValue","FDR","Length1","Length2","Title_1","Title_2","type","AK0139","AK0161","AK0170","AK0200","AK0202","AK0204","AK0141","AK0145","AK0164","AK0174","AK0175","Blank-1x"
"FA(20:1)",5.882389549612,7.57792130476891,238.585283712152,8.001668333879e-54,1.19784974958169e-50,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","FA",0,3379318.67854309,0,621.220035552979,0,0,0,0,3059.62016296387,0,0,7982.56058883667
"[TG(58:8)]_FA18:0",-0.0417750668804729,8.01761184436839,0.0196820100036348,0.888428821015999,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",443641.348953247,380098.850112915,290243.022415161,394950.187026978,271543.677017212,364636.964431763,626532.28968811,293211.061538696,447354.051345825,322900.703567505,220252.074783325,19029.501449585
"[TG(58:8)]_FA18:1",0.017402369053598,7.89945473573632,0.00341132804711818,0.953424777323144,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",407381.150787354,337098.083526611,265417.775177002,391004.783660889,207739.032623291,362533.165740967,480264.710845947,254111.538726807,371572.469207764,332209.858764648,204371.935089111,23293.1416320801
"[TG(58:8)]_FA18:2",-0.111821358837853,8.15177713805306,0.141199012057768,0.707091929728696,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",460318.076690674,392827.18081665,301258.457550049,415666.154327393,245252.358612061,413389.490142822,555762.755279541,323228.906463623,471890.815765381,333096.024261475,324580.019195557,28701.8019714355
"[TG(58:8)]_FA20:0",-0.037158478378811,8.87695464946625,0.015570995040207,0.900694718267048,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",781822.437606812,801693.118942261,600351.120407104,741171.945358276,495758.61076355,634176.268966675,1034290.79649353,517903.194595337,859551.145187378,644257.128067017,480162.398361206,21131.9014434814
"[TG(58:8)]_FA20:4",0.0757714571928715,7.61274790357315,0.0645857389740172,0.799389530837916,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",303692.88293457,318279.744140625,239940.114196777,312120.583740234,186148.59197998,296022.160186768,364014.750183105,236196.115447998,296133.73550415,249934.811767578,172126.134643555,17688.581237793
"[TG(58:9)]_FA16:0",0.0424199131949596,6.94744199931207,0.0202579233609868,0.886819089066279,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",189202.075195312,192300.893218994,132925.788360596,181555.874298096,116988.308624268,170895.791625977,249106.396820068,146132.989532471,173997.773590088,152930.152160645,92620.5273284912,15167.1809997559
"[TG(58:9)]_FA16:1",0.0206830345981319,7.1851474858847,0.00481833609566706,0.944659897928596,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",233488.65675354,212208.434646606,167012.153213501,215101.775466919,135468.870315552,193130.315750122,302215.202590942,174329.19380188,209019.07460022,170982.931930542,116110.509780884,17404.0809783936
"[TG(58:9)]_FA18:0",0.0132228666011947,7.58091724265532,0.00196967451302043,0.964600694386619,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",307416.721176147,295407.121749878,225922.672348022,279588.818099976,187542.75151062,273207.020065308,383421.989425659,245908.195358276,291478.300338745,244616.836227417,157894.250961304,18304.901260376
"[TG(58:9)]_FA18:1",-0.0600592060515948,7.57638379263608,0.040695016364225,0.840127762650387,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",289351.460113525,266916.658721924,201233.795257568,292530.5809021,156092.231903076,257019.920440674,426012.507720947,186595.933074951,309236.304077148,231772.378082275,154070.408477783,24678.6816711426
"[TG(58:9)]_FA18:2",-0.0251448161091419,7.88986456550295,0.00712834615842439,0.932714926624693,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",390319.569152832,332804.640686035,259906.339233398,374423.48638916,197541.652099609,344787.702697754,480243.694519043,253722.440979004,362412.33795166,335179.145874023,202591.174255371,25816.5618286133
"[TG(58:9)]_FA20:0",-0.0193005779527367,8.17667613861846,0.00419936284197319,0.94833125807689,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",489413.878585815,464107.753860474,351276.190261841,443552.56993103,293418.478134155,385899.483505249,583901.339675903,309760.020828247,488774.348068237,389587.732284546,301906.104537964,20387.1414337158
"[TG(58:9)]_FA20:4",0.11215246958414,7.91542556087586,0.141369393521757,0.706923427303623,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",357617.662902832,452386.870422363,317879.220977783,405550.31741333,236713.157852173,360476.606903076,457692.866912842,296093.601715088,354909.40612793,314692.485076904,225040.39755249,16527.3410949707
"[TG(60:0)]_FA16:0",0.121565836461245,6.68440745706764,0.166051059556196,0.68364547076603,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",179357.291671753,154651.028587341,103886.748188019,164519.293693542,99722.466835022,163234.330638885,196149.174110413,126149.289070129,136649.249107361,128512.569099426,81191.8259773254,10925.7807388306
"[TG(60:0)]_FA16:1",0.0640647150639614,6.59005327784136,0.0461817545748318,0.829845748241305,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",155183.591094971,150336.069793701,103155.006835938,150836.909057617,91459.1856689453,141317.689502716,198760.014862061,112362.628356934,139197.809906006,122398.969604492,72441.865524292,10414.2207641602
"[TG(60:0)]_FA18:0",0.159362704223715,7.88574608690694,0.285083051518086,0.593388794744587,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",466297.930644989,370413.245285034,357680.480895996,421867.17124939,200238.935920715,381542.607902527,523229.823829651,298501.322097778,328018.423591614,343887.161949158,176091.010604858,10897.1607131958
"[TG(60:0)]_FA18:1",0.158529207707342,7.0101548148252,0.282109137046518,0.595322134237798,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",219010.097099304,205398.249744415,184667.833076477,217510.256385803,101369.447654724,193862.693809509,238918.136917114,149629.329216003,180141.636314392,182852.333030701,90925.425743103,12305.6608810425
"[TG(60:0)]_FA18:2",0.0695038085634005,6.71868989102218,0.0543495525714661,0.815660533820753,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",160987.253646851,164937.934005737,124597.569869995,160936.632034302,93645.0267791748,147108.811325073,197106.033462524,111945.507080078,148729.11076355,144255.149932861,82915.0467071533,12758.0210113525
"[TG(60:0)]_FA20:0",-0.127892419516648,12.6742636290015,0.184753708311522,0.667319410381476,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",9567840.65029907,8384169.7996521,11604617.6385803,8116603.99563599,4884947.07894897,7253400.35572815,13998613.9116211,5047164.22161865,16538641.0883636,9185494.09840393,3390917.55102539,722759.352325439
"[TG(60:0)]_FA20:4",0.170467889419796,7.39119165643321,0.326096385988308,0.567966768998031,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",267608.518405914,290456.723983765,224861.955917358,306963.92023468,147906.930118561,271111.55544281,275153.321525574,220734.457427979,226413.397659302,229693.235427856,151155.451766968,12325.8609313965
"[TG(60:1)]_FA16:0",0.0520526873233415,6.53107896975515,0.0304957249877589,0.861370176006418,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",152029.231826782,139704.310913086,98775.2873229981,139087.230316162,80348.3657836914,127653.589141846,179591.234161377,104843.92755127,134212.609039307,113393.486782074,69745.9649963379,11866.8408203125
"[TG(60:1)]_FA16:1",0.0811572314478884,6.69704588261206,0.0740818392480378,0.785483779030144,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",178426.612751007,148197.788902283,102739.547641754,169414.031238556,96168.3272018433,161696.711391449,205155.032505035,128506.407131195,141387.609973907,129028.568141937,79513.2455368042,11553.600856781
"[TG(60:1)]_FA18:0",0.0621153458623299,7.13933306836819,0.0434169105174078,0.834942226480699,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",251620.618202209,220194.257484436,176820.093757629,223636.653633118,124701.709022522,199552.635169983,279423.302558899,171810.212257385,212879.517524719,180176.231895447,120029.849861145,12329.6008834839
"[TG(60:1)]_FA18:1",0.157042520338597,7.46822528706716,0.276857358111329,0.598768452696332,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",313635.698303223,268668.817657471,260294.279876709,310237.420013428,134943.269180298,262091.102874756,380114.206115723,192937.392303467,227442.153930664,246058.954467773,127442.788208008,16261.0013122559
"[TG(60:1)]_FA18:2",0.123967569996005,7.05477762329971,0.172668678124637,0.6777508784079,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",217168.855957031,200124.292907715,182194.71307373,225719.113983154,99829.347290039,190874.713256836,261189.95741272,149235.290428162,174861.631958008,182614.531890869,93341.8667144775,15146.3811035156
"[TG(60:1)]_FA20:0",-0.0128400429903138,8.34014552449574,0.00185831673934444,0.965615284274924,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",532678.37387085,508657.456726074,488580.014099121,482370.528106689,307637.345878601,428620.531768799,687784.674728394,327764.090148926,633754.836029053,465142.434844971,265843.342834473,20744.5213928223
"[TG(60:1)]_FA20:4",0.135019914081976,8.20192673471236,0.204775812058415,0.650893253296856,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",503480.220176697,537997.942146301,504996.593605042,486431.495185852,294611.603050232,369863.620613098,578054.920799255,385175.688789368,466436.594047546,408435.731498718,246034.456123352,12311.1209030151
"[TG(60:10)]_FA16:0",0.0696190637007062,6.65864254657871,0.0545296598438654,0.815360850500786,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",151332.7706604,157483.450286865,103040.468139648,160442.511077881,94931.2470397949,139544.249572754,195690.174468994,123785.148712158,140073.811248779,117840.38772583,74358.2453918457,13064.9209899902
"[TG(60:10)]_FA16:1",0.00224619437055501,6.60493795699952,5.68494133403874e-05,0.993984123108974,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",146432.629882812,143189.84866333,99156.0457458496,140456.66897583,86364.4242858887,129946.169677734,173951.592437744,131839.709442139,137790.509246826,114300.868377686,72360.0848388672,13787.1610412598
"[TG(60:10)]_FA18:0",0.128620053061277,7.33007710622505,0.185851331587088,0.666392184980366,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",263603.237083435,264611.121788025,200575.312736511,261847.619163513,165901.430931091,233967.654502869,296265.997093201,212559.493980408,219399.256340027,205440.454780579,135780.868583679,13649.5610733032
"[TG(60:10)]_FA18:1",0.0566961184574766,6.74268402503016,0.0361756352654083,0.849153244831817,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",159203.628768921,166165.530136108,125807.888198853,165831.672622681,81438.4848785401,143775.810592651,191037.613967895,119022.648635864,147906.690628052,131334.148147583,86016.8466033936,15195.6210479736
"[TG(60:10)]_FA18:2",0.0753070944394318,6.98169683076211,0.0637960953658876,0.800593644997761,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",189206.375656128,190386.774185181,147170.689346313,189991.454818726,106860.607833862,160277.749923706,228029.236740112,135605.589675903,163741.089828491,156967.88911438,99468.9671783447,18787.2613067627
"[TG(60:10)]_FA20:0",0.0825391120863761,7.27958257873183,0.0766249862617201,0.78192432367856,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",235863.137512207,261601.536224365,195922.413604736,235548.519866943,144855.591156006,211921.476348877,269790.621734619,181815.233123779,209589.416107178,207867.974945068,142593.048553467,16620.7011413574
"[TG(60:10)]_FA20:4",0.0223432372233098,8.46400794798702,0.0056228374847933,0.940226183613224,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",559563.760864258,578508.005584717,430503.280456543,537554.354064941,338842.046783447,472413.83404541,682389.356414795,386435.626342773,551119.701782227,462752.79776001,335323.16809082,32881.5623779297
"[TG(60:11)]_FA16:0",0.0653728513199561,6.72884529692174,0.0480857294760426,0.826428368628293,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",166976.751396179,170450.851585388,109906.547264099,152019.910453796,100463.866081238,148311.671043396,211528.035331726,125052.647819519,151566.370353699,124338.387748718,77482.5265731812,13443.6409988403
"[TG(60:11)]_FA16:1",0.0558301349090807,6.67298534614803,0.0350796273585274,0.851428902819561,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",160085.431640625,158780.75177002,113352.867980957,156162.011535645,97291.1874389648,147834.110107422,209503.176208496,130613.888061523,146230.310241699,119897.288421631,76804.6658935547,11210.9007568359
"[TG(60:11)]_FA18:0",0.199415162562559,8.44461478954151,0.445892502058712,0.504292021536,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",600523.003517151,630906.342689514,610811.696846008,607223.149116516,375187.972175598,453725.958076477,655352.045295715,483493.651374817,492785.864082336,480934.099098206,301793.736854553,11866.0608444214
"[TG(60:11)]_FA18:1",0.147963750310622,6.90805448202565,0.245827791559719,0.620028301305766,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",177522.172927856,186648.252944946,142620.348403931,203880.016067505,104145.907485962,177335.611099243,194463.853500366,140393.348983765,150106.850601196,153736.3306427,100012.106674194,15241.8810272217
"[TG(60:11)]_FA18:2",0.0852474054631281,6.72820926142589,0.0817290569830078,0.774967778448873,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",150039.312438965,165938.770568848,125085.28729248,164249.450714111,88769.3462219238,149803.231170654,192870.635559082,115062.570587158,141602.590240479,125876.269134521,88616.945678711,14582.4610290527
"[TG(60:11)]_FA20:0",0.039271974118331,7.5365814475368,0.0173643735631685,0.895163092739307,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",290685.68208313,309146.081176758,248101.89491272,283545.435501099,151915.889419556,273834.203201294,371509.144119263,235314.017471313,279448.379501343,250489.718200684,143740.170700073,17103.8212127686
"[TG(60:11)]_FA20:4",0.0336160998123991,8.42390721660064,0.0127247644163617,0.91018586973335,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",575657.821914673,594846.906692505,432617.614120483,557466.413803101,356588.486526489,486557.575790405,697281.535171509,391248.509475708,576499.281417847,484979.25479126,329630.283798218,18428.1612701416
"[TG(60:12)]_FA16:0",0.0466141226920789,6.91568862863564,0.02445956350914,0.875721256068218,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",199853.972000122,180201.113174438,130857.808273315,179614.852005005,114612.968215942,176124.233688355,249311.239151001,141021.369644165,178228.434738159,155420.609024048,88036.9862518311,13434.1608734131
"[TG(60:12)]_FA16:1",0.0324896315173305,6.72455043628256,0.0118860681806154,0.913184052545706,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",165759.950637817,159415.689254761,114186.668426514,152677.870681763,94657.8876495361,142163.269058228,216523.654800415,119097.488937378,148504.791976929,121259.968658447,83613.2863922119,14104.6410980225
"[TG(60:12)]_FA18:0",0.109354945011085,7.73548889724151,0.134413864996532,0.71389878362126,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",339496.366027832,376671.186920166,284752.638031006,351037.827209473,212848.71661377,317472.963867188,435548.689819336,250712.518676758,332619.185333252,277075.055801392,181311.854309082,14059.1810302734
"[TG(60:12)]_FA18:1",0.201757326205036,8.08495661890844,0.456395050766332,0.49931358786425,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",436367.331100464,473141.254867554,476801.332077026,472050.254501343,268825.10017395,348878.658737183,488284.072189331,342810.545333862,361528.802505493,371328.205184937,240558.316635132,16510.4812164307
"[TG(60:12)]_FA18:2",0.159114024664561,6.89416375779896,0.28418812938844,0.593969215644221,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",167129.090332031,177730.290527344,142947.172363281,195660.292053223,96500.6664428711,177570.093505859,194420.895812988,135006.88961792,137821.228881836,148004.050048828,92169.106262207,17606.0612182617
"[TG(60:12)]_FA20:0",0.0204600080367206,8.35636808016178,0.00471511523937806,0.945254927771052,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",498126.338821411,580380.68788147,453818.530105591,468777.902297974,327995.322769165,420347.800918579,644007.161758423,342010.64491272,570059.039871216,452559.299057007,295088.100906372,25817.2819061279
"[TG(60:12)]_FA20:4",0.00143197539333086,8.21185744610567,2.31060930673266e-05,0.996164679620405,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",480091.474822998,477059.056549072,375512.746917725,451911.275177002,294875.578796387,395981.530792236,630797.384613037,323348.647613525,478025.399932861,397767.952972412,274650.275970459,23427.2416687012
"[TG(60:2)]_FA16:0",0.0506988384541845,6.50621960074496,0.0289308869284,0.864938713176694,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",139327.769828796,134513.890800476,98953.8467025757,137405.449760437,85793.9264450073,131705.969612122,179461.033226013,106929.987159729,131210.50818634,109015.70790863,70311.0245285034,11103.9008255005
"[TG(60:2)]_FA16:1",0.0177631996795698,6.51972156309776,0.00355408921222988,0.952461329546063,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",148989.009506226,133324.488883972,98731.4671783447,136400.909683228,84224.3463897705,130566.048629761,193935.815139771,109110.187973022,133782.511169434,109256.667724609,71321.4050598145,10794.9407196045
"[TG(60:2)]_FA18:0",0.115390461368739,7.10365492848044,0.14963514054557,0.698884275128888,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",224280.594268799,214008.415878296,170995.192779541,217416.197753906,128758.289978027,216239.634155273,262686.298919678,166266.810394287,188162.77456665,177663.931930542,114000.028045654,13117.0209655762
"[TG(60:2)]_FA18:1",0.0968494555711667,6.67907821912431,0.105458957792052,0.745374490115403,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",154222.252182007,147573.529037476,120650.427536011,154899.910354614,81568.3851165771,135181.909957886,180226.073532104,102770.306243896,135960.208450317,121719.128555298,79287.9665222168,16215.1011810303
"[TG(60:2)]_FA18:2",0.166737474108929,7.43975701608589,0.312012814346417,0.576447660621004,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",306853.440658569,252641.915847778,242883.75453186,311782.261123657,128904.090438843,254557.500137329,358859.666275024,185074.713119507,221562.275009155,230812.976089478,124557.350112915,18328.9013519287
"[TG(60:2)]_FA20:0",-0.00476153679591341,7.86791865977284,0.000255509129601705,0.987246635312143,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",373472.000274658,370252.024398804,329052.463363647,353014.34677124,203698.452209473,347106.125152588,573646.718383789,253514.153808594,378157.129669189,335634.420150757,172981.211334229,16894.0211486816
"[TG(60:2)]_FA20:4",0.0874477614153014,7.87833790721027,0.0860007647700058,0.769324289300484,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",372992.704109192,430507.060173035,303817.117790222,381309.027366638,238757.477104187,337068.266227722,463283.01525116,280074.536186218,366998.924827576,313219.061058044,213810.135032654,15346.0212478638
"[TG(60:3)]_FA16:0",0.0453836737998867,6.65690210626224,0.023185719267758,0.878975108519565,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",153397.029159546,147395.849441528,104690.907180786,156355.490737915,96371.3267364502,141362.989044189,204281.653549194,111887.189163208,143198.811782837,117371.627288818,81669.6056671142,12869.7008514404
"[TG(60:3)]_FA16:1",0.0613432527223533,6.50510258335676,0.0423440377653605,0.836965366122691,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",145184.769233704,139399.870933533,104562.287086487,140600.890693665,88126.8059768677,124709.92905426,186741.194282532,109612.547645569,132392.408103943,107890.167961121,70060.7439804077,9931.64067840576
"[TG(60:3)]_FA18:0",0.208134760277595,8.70150743999787,0.485617809690666,0.485888638724025,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",604398.641204834,662745.331420898,646104.341796875,664918.191497803,302174.582519531,977077.703643799,1018790.93911743,451970.739532471,579063.341583252,553769.679290771,253256.119842529,26903.1618347168
"[TG(60:3)]_FA18:1",0.144810168304226,6.68698982713033,0.235478512635837,0.627491015828321,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",151276.152160645,154346.190063477,126295.08682251,154912.171051025,82841.005645752,154586.709625244,185397.353088379,105982.806640625,131330.948059082,123275.550476074,76112.0656433105,15305.2010192871
"[TG(60:3)]_FA18:2",0.102413790649937,6.66690874949543,0.117908656152622,0.731313883157608,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",156125.669830322,154953.471862793,118696.129150391,152779.329437256,79917.7454986572,136478.8487854,184563.633178711,109167.667022705,124192.807647705,122244.247528076,80092.4051208496,15361.4411010742
"[TG(60:3)]_FA20:0",0.0681256507939436,7.36953361074735,0.0522183905154634,0.819247111865364,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",249777.215110779,279407.699775696,203503.913871765,273377.240531921,149695.710350037,241424.116264343,297870.745536804,219088.776985168,230894.856742859,233761.918022156,135320.010215759,15165.5611038208
"[TG(60:3)]_FA20:4",0.0157195512265776,9.19458592890313,0.00278361597156617,0.957923144758071,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",938726.116607666,984965.01914978,1001087.08248901,907832.522369385,587478.405670166,831675.166046143,1171641.02035522,666796.481018066,1201241.30709839,896574.030639648,500620.395843506,16496.2411804199
"[TG(60:4)]_FA16:0",0.0573902744396292,6.73273722035522,0.0370663165249425,0.847330090187598,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",168611.651557922,172606.351966858,114503.547966003,154441.591407776,103986.168067932,145203.429267883,221008.615638733,121647.668128967,156243.331001282,133460.348945618,75603.0245437622,12388.0008773804
"[TG(60:4)]_FA16:1",0.00638401950868042,6.60322584373964,0.000459178837445506,0.982903872104424,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",153666.931396484,144813.409637451,106783.486907959,141092.790924072,94780.1870422363,123798.208633423,197113.774139404,119221.767547607,134423.008850098,123706.949043274,76904.6253204346,11775.9807434082
"[TG(60:4)]_FA18:0",0.094826237052982,7.21617256788756,0.10110597277037,0.750506438691256,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",228056.778961182,258156.679077148,183440.873931885,239644.377532959,140757.97064209,224205.095550537,303547.0987854,180688.034698486,208886.312255859,190808.855514526,123692.349121094,12873.2208557129
"[TG(60:4)]_FA18:1",0.272718165294071,8.48778395266571,0.832109532377217,0.361663244202362,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",457393.421447754,562779.138031006,526780.060058594,642403.81362915,230003.660247803,823474.878753662,852166.176971436,323751.848602295,477221.230377197,413028.268051147,207174.537689209,36669.3224182129
"[TG(60:4)]_FA18:2",0.108147423424503,6.67839188793922,0.131461515153887,0.716921476998142,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",150034.450714111,154469.829978943,111644.128387451,156034.430603027,77155.7653808594,147219.731048584,182098.69317627,97736.0863647461,132938.18951416,122962.467559814,78424.3058776855,16555.2811584473
"[TG(60:4)]_FA20:0",0.0884639189681778,7.74122198978896,0.0880086453728381,0.766724181137284,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",316222.979415894,392257.126235962,304013.44480896,335675.267807007,206529.913833618,304034.558914185,378318.885421753,272770.359054565,319447.544296265,305253.621078491,189185.472366333,15598.9611358643
"[TG(60:4)]_FA20:4",-0.0230260862071416,12.8886708580381,0.00597755526555943,0.938373235949098,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",12162070.5476685,11922204.4258423,15883213.65271,11583106.0814819,7192866.05450439,10248134.6582642,15751077.4924316,8125832.10345459,18657152.5653076,12323961.3062439,5701487.91430664,40900.8231201172
"[TG(60:5)]_FA16:0",0.000931991152126688,6.67665124385563,9.78743446466979e-06,0.99750383214248,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",164611.431015015,156350.351516724,111482.088256836,155260.451278687,93303.1869354248,137572.270217896,208752.935043335,125639.769668579,151327.631500244,134803.428909302,77462.0045166016,11480.2808685303
"[TG(60:5)]_FA16:1",0.0240102202242367,6.73021898308148,0.00649266369123324,0.935778304944936,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",165549.232315063,173307.633728027,116955.407592773,156495.530197144,97030.9669036865,145730.873519897,224706.154495239,118742.207931519,156757.872238159,138032.389404297,80327.1054229736,12036.3007965088
"[TG(60:5)]_FA18:0",0.1073733276065,7.44867510609294,0.129592256394517,0.718855176522548,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",286866.03944397,304571.623580933,214166.355606079,271230.201553345,177112.73298645,252206.259536743,355683.365646362,205937.695755005,266605.217788696,215220.493759155,142784.328231812,14399.0410614014
"[TG(60:5)]_FA18:1",0.048703531610488,6.73593196301084,0.026699950881266,0.870202561203057,0.999751827935594,6,5,"Genotype_ cKO | time point_ healthy","Genotype_ WT | time point_ healthy","TAG",145967.911331177,166613.770248413,124976.20942688,164303.412521362,85591.3054656982,147517.789901733,204103.854385376,112146.647354126,143575.328811646,134406.051132202,84902.0857086182,15004.2411346436
