lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,AK0139,AK0161,AK0170,AK0200,AK0202,AK0204,AK0141,AK0145,AK0164,AK0174,AK0175,Blank-1x
FA(20:1),5.882389549612,7.577921304768907,238.58528371215226,8.001668333878998e-54,1.197849749581686e-50,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,FA,7964.540580749512,3387301.2391319275,7954.940528869629,8603.780624389648,7946.740524291992,7940.500556945801,7953.260528564453,7976.280590057373,11042.180751800535,7964.840518951416,7953.040557861328,7982.56058883667
[TG(60:2)]_FA18:0,0.11539046136873923,7.103654928480439,0.14963514054556984,0.6988842751288884,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,237397.615234375,227125.43684387207,184112.2137451172,230533.2187194824,141875.31094360352,229356.6551208496,275803.3198852539,179383.83135986328,201279.79553222656,190780.95289611816,127117.04901123048,13117.020965576172
[TG(60:2)]_FA18:1,0.09684945557116673,6.6790782191243085,0.10545895779205239,0.7453744901154031,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,170437.3533630371,163788.63021850586,136865.52871704102,171115.01153564453,97783.48629760742,151397.01113891602,196441.17471313477,118985.40742492676,152175.30963134766,137934.22973632813,95503.06770324708,16215.101181030272
[TG(60:2)]_FA18:2,0.16673747410892875,7.4397570160858875,0.31201281434641714,0.5764476606210045,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,325182.34201049805,270970.81719970703,261212.65588378903,330111.16247558594,147232.99179077148,272886.4014892578,377188.5676269531,203403.61447143555,239891.176361084,249141.87744140625,142886.25146484375,18328.90135192871
[TG(60:2)]_FA20:0,-0.004761536795913417,7.867918659772839,2.5550912960170535e-4,0.9872466353121429,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,390366.02142333984,387146.04554748535,345946.4845123291,369908.3679199219,220592.4733581543,364000.14630126953,590540.7395324707,270408.1749572754,395051.1508178711,352528.4412994385,189875.23248291016,16894.02114868164
[TG(60:2)]_FA20:4,0.08744776141530139,7.878337907210272,0.08600076477000584,0.769324289300484,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,388338.72535705566,445853.0814208984,319163.13903808594,396655.0486145019,254103.4983520508,352414.28747558594,478629.03649902344,295420.55743408203,382344.94607543945,328565.0823059082,229156.1562805176,15346.02124786377
[TG(60:3)]_FA16:0,0.04538367379988673,6.656902106262243,0.02318571926775803,0.878975108519565,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,166266.73001098633,160265.55029296875,117560.60803222656,169225.19158935547,109241.02758789063,154232.68989562988,217151.35440063477,124756.89001464844,156068.51263427734,130241.3281402588,94539.30651855467,12869.70085144043
[TG(60:3)]_FA16:1,0.06134325272235326,6.50510258335676,0.042344037765360554,0.8369653661226915,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,155116.40991210938,149331.51161193848,114493.92776489258,150532.5313720703,98058.44665527344,134641.56973266602,196672.8349609375,119544.1883239746,142324.04878234863,117821.80863952637,79992.38465881348,9931.640678405762
[TG(60:3)]_FA18:0,0.2081347602775949,8.70150743999787,0.48561780969066604,0.48588863872402543,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,631301.8030395508,689648.4932556152,673007.5036315918,691821.3533325195,329077.74435424805,1003980.8654785156,1045694.1009521484,478873.9013671875,605966.50341796875,580672.8411254883,280159.2816772461,26903.161834716797
[TG(60:3)]_FA18:1,0.1448101683042264,6.6869898271303345,0.23547851263583652,0.6274910158283209,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,166581.35317993164,169651.39108276367,141600.28784179688,170217.3720703125,98146.20666503906,169891.91064453125,200702.554107666,121288.00765991212,146636.14907836914,138580.75149536133,91417.26666259766,15305.20101928711
[TG(60:3)]_FA18:2,0.10241379064993651,6.666908749495425,0.11790865615262192,0.7313138831576083,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,171487.11093139648,170314.9129638672,134057.57025146484,168140.77053833008,95279.18659973145,151840.2898864746,199925.07427978516,124529.1081237793,139554.2487487793,137605.6886291504,95453.84622192384,15361.44110107422
[TG(60:3)]_FA20:0,0.06812565079394357,7.369533610747346,0.0522183905154634,0.8192471118653636,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,264942.7762145996,294573.2608795166,218669.4749755859,288542.8016357422,164861.27145385742,256589.6773681641,313036.306640625,234254.3380889893,246060.4178466797,248927.47912597656,150485.57131958008,15165.5611038208
[TG(60:3)]_FA20:4,0.01571955122657763,9.194585928903127,0.002783615971566178,0.9579231447580709,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,955222.357788086,1001461.2603302002,1017583.3236694336,924328.7635498048,603974.6468505859,848171.4072265625,1188137.2615356443,683292.7221984863,1217737.5482788086,913070.2718200684,517116.6370239258,16496.241180419922
[TG(60:4)]_FA16:0,0.05739027443962921,6.732737220355218,0.03706631652494252,0.8473300901875975,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,180999.65243530273,184994.35284423828,126891.5488433838,166829.59228515625,116374.1689453125,157591.43014526367,233396.61651611328,134035.66900634766,168631.3318786621,145848.34982299805,87991.02542114258,12388.000877380371
[TG(60:4)]_FA16:1,0.006384019508680424,6.603225843739641,4.5917883744550636e-4,0.982903872104424,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,165442.91213989258,156589.39038085938,118559.4676513672,152868.77166748047,106556.16778564452,135574.18937683103,208889.7548828125,130997.74829101563,146198.98959350586,135482.92978668213,88680.60606384277,11775.980743408203
[TG(60:4)]_FA18:0,0.09482623705298204,7.216172567887562,0.10110597277036959,0.75050643869125655,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,240929.99981689453,271029.8999328613,196314.09478759769,252517.59838867188,153631.19149780273,237078.31640625,316420.3196411133,193561.2555541992,221759.53311157227,203682.0763702393,136565.56997680664,12873.22085571289
[TG(60:4)]_FA18:1,0.2727181652940706,8.487783952665714,0.832109532377217,0.3616632442023623,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,494062.7438659668,599448.46044921875,563449.3824768066,679073.1360473633,266672.9826660156,860144.201171875,888835.4993896484,360421.1710205078,513890.55279541016,449697.5904693603,243843.86010742188,36669.32241821289
[TG(60:4)]_FA18:2,0.10814742342450304,6.678391887939221,0.13146151515388738,0.7169214769981423,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,166589.7318725586,171025.11113739014,128199.40954589844,172589.7117614746,93711.04653930664,163775.01220703125,198653.9743347168,114291.36752319336,149493.47067260742,139517.74871826172,94979.5870361328,16555.281158447266
[TG(60:4)]_FA20:0,0.08846391896817779,7.74122198978896,0.08800864537283815,0.7667241811372844,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,331821.9405517578,407856.0873718262,319612.4059448242,351274.2289428711,222128.8749694824,319633.5200500488,393917.8465576172,288369.3201904297,335046.5054321289,320852.58221435547,204784.43350219727,15598.961135864258
[TG(60:4)]_FA20:4,-0.023026086207141628,12.888670858038083,0.005977555265559431,0.9383732359490977,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,12202971.370788574,11963105.248962402,15924114.475830078,11624006.90460205,7233766.877624512,10289035.481384275,15791978.315551758,8166732.926574707,18698053.388427734,12364862.129364014,5742388.737426758,40900.82312011719
[TG(60:5)]_FA16:0,9.319911521266882e-4,6.6766512438556305,9.787434464669786e-6,0.99750383214248,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,176091.71188354492,167830.6323852539,122962.3691253662,166740.7321472168,104783.46780395508,149052.55108642578,220233.21591186523,137120.05053710938,162807.9123687744,146283.70977783203,88942.28538513184,11480.280868530272
[TG(60:5)]_FA16:1,0.02401022022423673,6.7302189830814765,0.006492663691233247,0.9357783049449362,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,177585.53311157227,185343.93452453613,128991.70838928224,168531.83099365234,109067.26770019533,157767.17431640625,236742.45529174805,130778.50872802734,168794.17303466797,150068.69020080566,92363.40621948242,12036.300796508787
[TG(60:5)]_FA18:0,0.10737332760650022,7.44867510609294,0.12959225639451688,0.7188551765225478,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,301265.0805053711,318970.664642334,228565.39666748047,285629.2426147461,191511.77404785156,266605.30059814453,370082.4067077637,220336.73681640625,281004.25885009766,229619.53482055664,157183.3692932129,14399.041061401367
[TG(60:5)]_FA18:1,0.04870353161048798,6.735931963010841,0.026699950881265977,0.8702025612030566,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,160972.1524658203,181618.01138305664,139980.45056152344,179307.65365600586,100595.5466003418,162522.03103637695,219108.09552001953,127150.88848876952,158579.56994628906,149410.2922668457,99906.32684326172,15004.241134643557
[TG(60:5)]_FA18:2,0.2751848894564298,8.449395679582473,0.847163802565774,0.3573559243898782,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,483650.2997741699,582859.7252197266,544275.2418823242,647077.05517578125,262136.03649902344,836343.0181274414,855174.865234375,357854.86389160156,492680.1937866211,437724.6695251465,234246.83911132813,38377.94241333008
[TG(60:5)]_FA20:0,0.20031217893929731,8.764695928597813,0.449902789533553,0.5023811216724196,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,617266.7226867676,971545.1656188964,808135.4798583984,704765.3746337891,419890.10568237305,636524.2713012695,727744.4678344727,661195.3417510986,625788.4596252441,707716.0230712891,330314.1200866699,24093.66175842285
[TG(60:5)]_FA20:4,0.02458764182605733,8.419880033009436,0.006808881048293358,0.9342364399277973,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,567521.8964385986,578489.2616271973,555569.7542419434,556172.979095459,357602.06228637695,488063.0153808594,713963.7398681641,404255.0462646485,643147.8859863281,524456.0403289795,315050.3267211914,15893.421104431152
[TG(60:6)]_FA16:0,0.053871479747293734,6.78837499525852,0.0326630551419953,0.856580113125145,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,191713.05264282227,175989.83338928223,132585.6303100586,177372.41040039063,114835.14819335938,174513.45251464844,230013.2543334961,143725.72891235352,168585.69061279297,150586.2508544922,98229.32740783691,13776.620895385742
[TG(60:6)]_FA16:1,0.01636463803649984,6.6872476893405155,0.003016580643816269,0.956199483879238,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,175926.59295654297,166886.45385742188,123055.568359375,168254.21124267578,105382.60717773438,153756.39096069336,224359.81634521484,135193.3310546875,161822.7114868164,141383.33084869385,89836.90609741211,12522.360961914063
[TG(60:6)]_FA18:0,0.09080932484771011,7.634829439669428,0.09273166595494331,0.7607327141171302,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,357469.4666748047,354961.14099121094,249837.2987060547,323925.22009277344,217935.17578125,314443.6001586914,401694.90911865234,263836.27770996094,314020.2003173828,282564.24153137207,183334.27499389648,13858.880966186523
[TG(60:6)]_FA18:1,0.058600761355154185,6.9446329600809555,0.038645591623207964,0.8441524503557524,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,201424.11483764648,211491.73553466797,158329.1121826172,201122.9526977539,113095.22816467284,186501.71102905273,245148.07989501953,148329.67082214355,189066.9928894043,166855.58963012695,115268.48889160156,17771.961135864258
[TG(60:6)]_FA18:2,0.08714770151741504,6.740081277625877,0.08540946305288344,0.7700962690235561,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,167867.4327697754,188512.05282592773,137858.8709716797,178467.13256835938,100730.18756103516,160536.97018432617,214089.794921875,124860.0087890625,155439.72985839844,146127.4310760498,99395.88818359376,16047.321258544922
[TG(60:6)]_FA20:0,0.011157707677876681,8.40653855134093,0.001402549338308745,0.9701257077739636,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,558185.7049560547,578685.6579589844,429507.15225219727,537621.3006591797,372190.19006347656,479091.33239746094,681145.8831481934,402064.56552124023,556589.4186706543,470104.3827514648,361668.5444946289,35015.7626953125
[TG(60:6)]_FA20:4,0.05213094795311779,8.091924472392042,0.030588774405714503,0.8611609858819571,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,444746.71028137207,479530.79106140137,431593.3561401367,455111.4456176758,257797.2219543457,421241.8035888672,633727.0525817871,338720.5462036133,434347.8270263672,415603.2409515381,231170.97842407227,16491.901161193848
[TG(60:7)]_FA16:0,0.11669274054522055,6.916727741987203,0.1530256582718722,0.6956605383834504,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,223769.75479125977,177892.43322753906,140032.81112670898,209765.03509521484,127736.2495727539,208362.8737487793,245498.15673828125,152935.95156860352,178259.49322509766,166705.15252685547,106340.62727355956,13591.220901489258
[TG(60:7)]_FA16:1,0.005563481907021323,6.752490703825136,3.487366730894337e-4,0.9851007766795484,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,186086.33172607425,173293.1908569336,126912.80758666992,176178.99298095703,112038.04809570313,170408.55117797852,235182.31658935547,142967.36938476563,173700.5327758789,154423.11067199707,95253.40719604492,10640.260711669922
[TG(60:7)]_FA18:0,0.10146453171954199,7.670440282722705,0.11573941783763081,0.733702179841292,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,390246.6444091797,322830.9245605469,266771.7999267578,357158.3671875,202694.41442871097,335973.60333251953,406281.09075927734,270518.1979370117,299063.01873779297,301107.06063842773,191875.0138244629,14958.261154174805
[TG(60:7)]_FA18:1,0.08829623532534207,7.156716208132201,0.08767441111604057,0.7671547441780122,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,226304.2558441162,248080.23727416992,190383.9931793213,235326.67614746097,145233.34967041016,225793.015625,281112.05783081055,169867.45370483398,218992.83486938477,206719.3341827393,132638.47048950195,16275.661178588867
[TG(60:7)]_FA18:2,0.09663382470651634,6.92958783702274,0.10499147542350334,0.7459199543874943,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,194703.0961303711,206126.0926513672,159784.57263183594,205310.9345703125,116437.62753295898,184464.1318359375,238858.3187255859,140606.1512145996,185959.75509643555,160796.5110168457,113366.90753173828,18330.281372070313
[TG(60:7)]_FA20:0,0.007022705962339961,8.37494689620995,5.556685559326979e-4,0.9811935097485909,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,576374.2414093018,590152.6388244629,420916.79037475586,549119.5474243164,361913.7650146485,486896.0155639648,700004.0909729004,390009.5087890625,573772.9906616211,489617.47537231445,352332.3853149414,17879.381378173828
[TG(60:7)]_FA20:4,0.10873091575125984,7.506318315498626,0.13288559047202855,0.7154587228297362,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,294489.29891967773,321347.0642089844,251314.4365234375,326653.5227050781,182120.87057495117,286598.1030578613,319401.70330810547,265834.1184387207,256324.27682495117,270372.89611816406,173809.11395263672,15624.881118774414
[TG(60:8)]_FA16:0,0.025802325723846532,6.656179694587518,0.0074977263656670345,0.9309978818517438,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,174367.61193847656,161512.63088989258,114455.24685668944,161162.31298828125,111222.68807983398,149989.8719482422,211197.193359375,128346.54888916016,152915.11013793945,141248.83029937744,94922.8465270996,12353.060874938965
[TG(60:8)]_FA16:1,0.1393688517491723,6.929559054404721,0.21814833327243832,0.6404544318182783,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,230584.1578979492,189247.81240844727,141446.32960510254,212153.2730102539,129425.50985717772,203380.61444091797,240539.21307373047,154770.75079345703,174450.13153076172,176037.39218139648,104478.90838623048,13532.120880126951
[TG(60:8)]_FA18:0,0.0922903997841019,7.417236335144501,0.09577721106347781,0.7569572338121006,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,294616.8361816406,295583.6194458008,231220.09686279297,285539.25958251953,183236.1138305664,256223.4600830078,354540.2644042969,221485.17474365231,262515.26010131836,235788.11711120603,156888.1324005127,14938.82112121582
[TG(60:8)]_FA18:1,0.10199217238571859,7.193646754887374,0.11694326675251432,0.7323737048373788,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,260304.81982421875,229296.2769165039,188913.6932373047,252463.9786376953,133638.00854492188,233737.91552734375,282846.77697753906,170651.87112426758,203446.9126586914,220497.91647338867,136071.11206054688,20124.001388549805
[TG(60:8)]_FA18:2,0.12145702002416231,7.134132142577267,0.1657568488274137,0.6839106958923279,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,236696.29711914065,240101.17739868164,183671.0739440918,230776.7364501953,144638.89083862305,221654.49627685547,276056.2587585449,162746.69104003906,214985.899017334,189922.1534729004,131569.4496459961,17157.98127746582
[TG(60:8)]_FA20:0,-0.02410102893952706,8.148625671572912,0.0065487113843119005,0.935502306795355,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,482544.3001098633,493928.6125488281,358152.0280151367,470779.5109863281,295278.49783325195,404341.2067260742,627113.6752319336,336206.88232421875,497865.5963745117,408152.0700378418,287846.12185668945,20065.96142578125
[TG(60:8)]_FA20:4,0.12827145432379153,8.151806184585952,0.18484995554626948,0.6672379744652722,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,438871.8564758301,590831.12060546875,471459.15560913086,470983.49853515625,293329.25994873047,398949.3259277344,475806.2537841797,420790.7582092285,435383.8346557617,449422.9570617676,260504.59805297852,14107.281005859377
[TG(60:9)]_FA16:0,0.009986119288547255,6.609804993397656,0.001123448687394557,0.9732616028144774,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,156840.33026123047,153345.15130615234,119448.20820617676,153694.0906982422,102654.8480834961,142057.13049316406,201717.19342041016,135988.00979614258,145757.92965698242,125367.30891418456,89807.78628540039,14348.50112915039
[TG(60:9)]_FA16:1,0.01817193437406188,6.643344549532334,0.003719517415675,0.9513688881589352,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,169606.1326599121,159681.87185668945,123468.78775024414,157348.67053222656,104359.20761108398,151130.15167236328,214573.1349182129,124718.38800048828,159314.99212646484,141248.04913330078,88968.28604125977,12058.180847167969
[TG(60:9)]_FA18:0,0.07142979349198887,7.185751280848091,0.05740169703722131,0.8106508216455951,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,238746.89837646484,256277.91592407227,196298.5321044922,243657.6773071289,154283.890625,216980.11569213867,286078.7603149414,201385.7368774414,225513.13485717773,200697.2164916992,136203.03007507324,13246.220932006836
[TG(60:9)]_FA18:1,0.03598612967581988,7.007781824750721,0.014581060241624755,0.903887421917134,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,211705.27282714844,202336.49407958984,173216.1332397461,212463.11254882813,121101.1470336914,184606.93365478516,250675.1376953125,159680.41229248047,186627.1348876953,184141.71185302737,124522.32788085938,19074.621520996097
[TG(60:9)]_FA18:2,0.08394908232289054,7.182736287181058,0.07926228080020792,0.7782996450193348,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,246471.2159576416,228828.45513916016,187043.49151611328,258765.2973022461,129139.96661376952,235812.71417236328,278622.4990234375,169315.35064697266,202702.15563964844,221584.95611572263,140098.1099243164,19515.90139770508
[TG(60:9)]_FA20:0,0.03469577835921651,7.5179368624649,0.013554739936807891,0.9073158614646946,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,298101.5002441406,322235.70489501953,244082.3529663086,298182.8977050781,187496.09384155273,268793.96185302734,370645.6256103515,234296.81506347656,287967.9607849121,265360.6161804199,176106.39099121094,18282.48127746582
[TG(60:9)]_FA20:4,0.19354737021780657,8.868632270358969,0.42011021351754607,0.5168820549901552,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,654111.2423095703,1027600.505218506,883385.612701416,747567.7726135254,450277.4787902832,702934.5788574219,782069.0564575195,712262.0550079346,675815.232208252,746715.6470336914,371218.01068115234,24504.101821899418
1-O-behenoyl-Cer(d18:1/16:0),0.02061680103495157,2.364834178234539,0.004778635220020533,0.9448879935797136,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,5428.220371246338,3938.7002754211426,4248.760307312012,4174.160293579102,5481.920394897461,4148.680309295654,4484.820323944092,5703.600429534912,4355.2003173828125,3850.560276031494,4372.38032913208,3583.220245361328
1-O-carboceroyl-Cer(d18:1/16:0),-0.053966069371872524,2.4950529816069675,0.03278805465458845,0.8563089261579397,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,4441.940341949463,3718.3802642822266,3969.8202781677246,3614.9802589416504,5576.680419921875,4055.040290832519,4270.400283813477,5085.420352935791,3836.640239715576,4237.000282287598,4758.760353088379,4646.720367431641
1-O-carboceroyl-Cer(d18:1/18:0),0.061624717327487755,2.9913435214042328,0.042686435386656285,0.8363168252612391,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,8781.880512237549,7115.460487365723,7192.140544891357,6553.460472106934,9145.040660858154,6529.280418395996,7776.520538330078,10447.660861968994,6016.460430145264,6091.820507049561,6554.140449523926,5040.740333557129
1-O-cerotoyl-Cer(d18:1/16:0),0.15287702209240533,2.9869852257585556,0.26212538068729074,0.6086637354997686,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,7282.660499572754,7886.500576019287,8310.960536956787,6413.280429840088,13825.741111755371,7550.240520477295,5822.840404510498,10870.080791473389,5406.520370483398,8394.460628509521,8751.120597839355,3809.9602699279785
1-O-cerotoyl-Cer(d18:1/18:0),0.28949420616034677,3.2467535388790276,0.9363900866148356,0.33320795141526927,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,12557.66093826294,9755.960605621338,11369.340805053713,6788.320453643799,18681.461498260494,10655.400787353516,7811.040546417236,14279.840965270996,7214.720581054688,10750.760795593262,9342.600666046144,3463.6002349853516
1-O-eicosanoyl-Cer(d18:1/16:0),-0.13167719142084075,2.8507320632839233,0.19552690764623915,0.6583558850021505,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,5131.020397186279,4800.280372619629,4450.040294647217,4905.880352020264,5853.100387573242,3852.060295104981,4681.560306549072,7359.920520782471,4873.900314331055,4322.100303649902,5289.9403648376465,6539.220417022705
1-O-lignoceroyl-Cer(d18:1/16:0),-0.0060726210310394265,2.249832763079248,4.147418509319323e-4,0.9837520350678106,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,4048.440307617187,4089.560306549072,3639.14026260376,4162.040302276611,4686.000328063965,4047.540290832519,4296.420307159424,5020.460350036621,3765.000278472901,4020.000270843506,3772.820266723633,3428.300247192383
1-O-myristoyl-Cer(d18:1/16:0),0.10790906391185118,2.4404512568061048,0.13066505688286245,0.7177434793936814,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,5036.300392150879,5093.560356140137,4900.880352020264,4447.700313568115,7014.3204917907715,4389.240291595459,4815.420322418213,5587.720401763916,4566.740303039551,4604.6203536987305,4845.1403465271,3470.2002601623535
1-O-palmitoyl-Cer(d18:1/16:0),-0.0036249279227948397,2.9139633902371584,1.4784815721213818e-4,0.9902985350740704,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,5919.900444030762,4777.000354766846,4846.0003662109375,5167.520366668701,7208.8204917907715,4643.700305938721,4830.9203453063965,6407.380443572998,5189.2403564453125,4676.50036239624,6160.1803855896,6578.1604080200195
1-O-stearoyl-Cer(d18:1/16:0),0.025740041351538286,2.4234782727225763,0.007448998997006129,0.9312219100858794,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,5179.200378417969,4733.940368652344,4175.380310058594,4884.260334014893,6096.280429840088,4892.620365142822,4695.420333862305,6351.960472106934,4237.5002784729,4600.600368499756,4807.780326843262,3474.080253601074
1-O-tricosanoyl-Cer(d18:1/16:0),0.07325281037090504,2.2932523345969895,0.06024678673526296,0.806106308392654,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,4674.660354614258,3747.100273132324,3998.4402770996094,3961.74027633667,5636.340427398682,4099.060287475586,4487.660305023193,4586.880325317383,3911.7002754211426,3936.3802757263184,4180.200305938721,3450.9802436828613
1-O-tricosanoyl-Cer(d18:1/18:0),0.012876023186721191,2.6068507152332088,0.0018643213044668983,0.9655598118465047,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,Cer,5767.840435028076,4322.880317687988,4530.180316925049,3721.3802642822266,5268.840389251709,4539.620319366455,4772.9203453063965,5468.500392913818,4604.360305786133,4166.780300140381,4440.880332946777,5073.480350494385
12-Hydroxy-12-octadecanoylcarnitine | 3-hydroxyoctadecanoylcarnitine,0.31657787039840685,10.474638724295257,1.119696615525755,0.2899837898384602,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,1908898.225830078,1574604.4770507813,1667023.7607421875,1676924.242553711,1899879.3990478516,3586422.091796875,1577006.3580322266,1500475.087890625,1676762.3806152344,1540232.3978271484,1754820.5119628906,327414.4421424866
15:0 Campesteryl ester_simulated | CE(16:0),0.4378871496107427,10.215580161345232,2.132997157932551,0.14415863959817046,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CE,2066060.1552734375,2288244.3125,2131322.0258789063,2176563.486328125,888156.2966918945,2696200.427001953,2238449.411376953,1898855.300048828,1986375.2338867188,797935.5003662109,704290.8534545898,82824.66579437256
