"lipid","type","mean1","mean2"
"PI(O-40:6) | PI(P-40:5)","PI",11995172.1239694,34428063.7090515
"PI(P-30:1)","PI",47794.1369387309,101785.955775452
"[TG(58:1)]_FA16:0","TAG",46257.7733052572,153515.474719238
"[TG(58:3)]_FA16:1","TAG",41289.6298166911,138385.389910889
"[TG(58:7)]_FA18:0","TAG",166174.754816691,489223.267675781
"[TG(58:9)]_FA18:0","TAG",84464.6997960408,264663.91446228
"[TG(60:9)]_FA16:0","TAG",35764.6322402954,125379.144485474
"PG(38:2)","PG",1428700.73493449,1997987.50395508
"PI(38:4)","PI",507471.754356384,735206.658433533
"[TG(54:8)]_FA18:0","TAG",167563.197931925,495816.838500977
"[TG(56:4)]_FA18:0","TAG",1212260.42053731,1650534.17481384
"[TG(60:10)]_FA16:1","TAG",36293.4093068441,126048.552868652
"CE(20:4) | 18:3 Stigmasteryl ester","CE",1543570.67207082,2249998.18012238
"LPC(22:5)","PC",843621.544759115,1570807.10996094
"[TG(52:6)]_FA16:0","TAG",84214.1626307169,275068.10760498
"[TG(54:7)]_FA18:0","TAG",249073.38755544,701106.117999268
"[TG(58:8)]_FA18:0","TAG",126631.638593038,382050.036184692
"FA(12:0)","FA",268093.693222046,456325.842370605
"PG(O-40:6)","PG",654309.822031657,1911291.39937134
"PI(34:0)","PI",189593.735290527,355959.090673828
"[TG(54:7)]_FA20:4","TAG",239498.649792989,676508.841104126
"[TG(56:3)]_FA16:1","TAG",89020.4498214722,274978.662982178
"[TG(58:0)]_FA20:0","TAG",268194.130752563,765244.013580322
"[TG(60:12)]_FA18:1","TAG",122274.865442912,360901.988369751
"Cer(d14:1(4E)/26:0(2OH))","Cer",137534.259758631,392416.100311279
"Cer(d18:1/20:0)","Cer",2147.19015820821,4399.49231948853
"LPC(21:0)","PC",759310.223205566,1468961.26818848
"LPC(22:6)","PC",988826.93725586,1731644.88378906
"[TG(52:0)]_FA18:1","TAG",106891.996180216,333921.720309448
"[TG(56:2)]_FA18:0","TAG",99977.5334574382,304055.177368164
"[TG(58:10)]_FA16:1","TAG",50345.5398661296,164030.291836548
"[TG(60:0)]_FA20:4","TAG",74619.9015871684,220629.972761536
"Cer(d14:1(4E)/22:1(13Z)(2OH))","Cer",126965.575296402,369155.40983429
"Cer(d18:0/16:0(2OH))","Cer",1415.54678090413,3312.0682723999
"FA(22:4)","FA",444963.526290894,671384.387564087
"LPC(22:4)","PC",658069.666666666,1370740.85410156
"LPG(14:1) | PG(14:1)","PG",468.743350982666,3400.76822280884
"LPI(14:0) | PI(14:0)_2","PI",1567.69343312581,3126.47623214722
"PE(44:4)","PE",27902.5886707306,122098.396076965
"[TG(48:0)]_FA18:0","TAG",175755.865844727,528306.318182373
"Cer(d18:0/16:0)","Cer",11491.0941530863,17415.5091903687
"[TG(54:0)]_FA18:1","TAG",112913.528045654,341140.586419678
"[TG(58:4)]_FA20:4","TAG",271505.654390971,761799.268161011
"PC(40:4)","PC",1428115.85655721,2061281.70706787
"[TG(54:2)]_FA16:1","TAG",132005.305557251,388677.419250488
"[TG(56:0)]_FA20:0","TAG",597264.198557536,1723501.64619141
"[TG(58:9)]_FA16:1","TAG",59981.7415390015,194531.382540894
"[TG(58:9)]_FA16:0","TAG",50231.3334986369,162957.567886353
"Cer(d18:0/22:0)","Cer",1143.39004898071,3209.13621673584
"PE(18:4)","PE",48103.2738234202,190279.821855164
"15:0 Campesteryl ester_simulated | CE(16:0)","CE",951481.889544169,1442356.59403229
"Cer(d18:2/22:0)","Cer",3637.34358024597,6415.5844367981
"PI(P-42:4)","PI",46454.3366127014,160677.665423584
"[TG(56:2)]_FA16:0","TAG",98471.6533864339,296268.47013855
"[TG(56:4)]_FA16:1","TAG",67910.1046320597,209500.654141235
"[TG(58:2)]_FA18:1","TAG",189763.557754517,536528.681451416
"PE(28:1)","PE",63629.2148450216,290675.791696167
"[TG(60:4)]_FA20:0","TAG",100067.859354655,292995.176443481
"[TG(54:8)]_FA18:1","TAG",291980.657674154,813609.8668396
"[TG(56:3)]_FA18:2","TAG",107038.160842896,328918.029754639
"PG(O-38:4)","PG",155193.197438558,249817.871813965
"[TG(56:3)]_FA20:0","TAG",174840.64385732,509461.365673828
"[TG(58:8)]_FA16:0","TAG",59848.4744110107,194369.694436646
"PE(30:2)","PE",107250.629172007,352587.001081848
"PE(30:3)","PE",48639.0367037455,173447.54446106
"PS(40:7)","PS",437566.333730062,631985.017797852
"[TG(52:0)]_FA18:0","TAG",223637.087219238,710791.874584961
"[TG(52:1)]_FA20:0","TAG",125522.294949849,371174.540621948
"[TG(54:1)]_FA16:0","TAG",136253.509035746,394479.751983643
"[TG(58:3)]_FA18:2","TAG",179924.054901123,511652.100366211
"[TG(60:1)]_FA18:1","TAG",76110.7941716512,234799.099005127
"[TG(60:10)]_FA18:0","TAG",71970.2952270508,213889.214155579
"[TG(60:4)]_FA18:1","TAG",142754.026329041,454668.412338257
"15:0 Campesteryl ester_simulated | CE(16:0)_2","CE",960853.636550903,1461278.13475342
"Cer(d18:0/h24:0)","Cer",1920.43678665161,4245.23226470947
"Cer(d18:2/20:0)","Cer",1991.34681828817,4267.68031921387
"LPI(17:0)","PI",4110085.50719198,6273306.70136719
"PE(42:3)","PE",20879.7641957601,155780.613948059
"PI(32:2)","PI",132575.765238444,257711.322387695
"PI(O-38:4) | PI(P-38:3)","PI",90892.4662437439,152518.666308594
"PS(O-40:1)","PS",438309.21194458,629535.090136719
"[TG(52:6)]_FA16:1","TAG",73700.0185953776,233523.953240967
"PS(O-42:4)","PS",184163.642995199,278654.429187012
"[TG(60:5)]_FA18:2","TAG",136177.44304657,437158.343896484
"PS(O-38:3)_2","PS",501082.686208089,731130.751342773
"[TG(48:1)]_FA18:1","TAG",156136.19442749,472728.026940918
"[TG(60:2)]_FA20:4","TAG",114417.358149211,327477.13447113
"LPC(18:1)","PC",252746.849797567,711381.100592041
"Cer(d14:1(4E)/20:0(2OH))","Cer",68977.154586792,207339.246152496
"CerP(d18:1/14:0)","Cer",2182.69014549255,4593.98033981323
"[TG(50:1)]_FA18:1","TAG",109709.83455658,329749.114337158
"[TG(56:7)]_FA18:2","TAG",257606.958076477,382294.07802124
"[TG(58:0)]_FA18:2","TAG",63746.003964742,196851.254415894
"PE(40:0) | PE(P-42:6)","PE",93233.8265736898,536672.334063721
"[TG(56:7)]_FA16:0","TAG",140349.313865662,417331.405490112
"[TG(54:0)]_FA16:0","TAG",464059.474843343,1255646.34312744
"[TG(60:2)]_FA18:2","TAG",72053.4181289673,224173.396121216
"LPC(18:0)","PC",241593.86198171,684387.415637207
"LPS(19:0)","PS",17299.5774434408,92185.3624511719
"PI(O-18:0)","PI",4012078.29867554,6160129.30096436
"[TG(60:2)]_FA18:0","TAG",60647.5879821777,181755.968771362
"[TG(48:0)]_FA16:1","TAG",75594.2017923991,241219.3605896
"[TG(50:4)]_FA16:0","TAG",99654.0339711507,295463.344171143
"[TG(54:3)]_FA20:0","TAG",167064.520622253,465171.285012817
"[TG(54:4)]_FA20:0","TAG",106383.354504903,307429.015055847
"1-O-cerotoyl-Cer(d18:1/16:0)","Cer",1806.25345484416,4039.04428863525
"Cer(d14:1(4E)/22:0(2OH))","Cer",127173.246311188,360650.195405579
"PE(P-32:1)","PE",58993.4703979492,201101.452536011
"LPC(18:2)","PC",231671.15125529,650310.117474365
"PE(20:1)","PE",119942.402030945,185997.09302063
"[TG(56:6)]_FA18:1","TAG",258920.09417216,386295.574261475
"[TG(60:8)]_FA20:4","TAG",142020.756495158,394274.399346924
"[TG(60:0)]_FA18:2","TAG",43905.0098215739,136990.169589233
"[TG(52:5)]_FA18:2","TAG",163108.888244629,455925.992895508
"[TG(54:7)]_FA20:0","TAG",305361.744842529,817593.335977173
"[TG(54:8)]_FA20:0","TAG",155456.663579305,439731.251177979
"[TG(56:2)]_FA18:1","TAG",103174.331059774,305493.714398193
"[TG(60:2)]_FA20:0","TAG",117610.698407491,342786.726669312
"[TG(60:9)]_FA18:0","TAG",67055.8545900981,196729.35479126
"LPC(19:3)","PC",219635.862706502,620926.069573975
"[TG(56:3)]_FA16:0","TAG",68795.5483373006,209883.027423096
"[TG(52:4)]_FA16:1","TAG",146802.775588989,432071.336602783
"[TG(54:3)]_FA18:0","TAG",188561.118509928,560871.212127686
"[TG(56:7)]_FA20:4","TAG",204672.081481934,596309.791943359
"[TG(58:0)]_FA16:1","TAG",80798.3019828796,240681.365420532
"[TG(58:6)]_FA18:0","TAG",232279.17666626,624917.909487915
"[TG(58:8)]_FA20:0","TAG",260446.000452677,707232.932540894
"[TG(60:7)]_FA20:0","TAG",175979.214205424,483267.908843994
"Cer(d14:2(4E,6E)/20:1(11Z))","Cer",38688.1862869263,119755.395682526
"ecdysone palmitate | CE(22:3) | 20:2 Stigmasteryl ester | 20:3 Sitosteryl ester","CE",665346.735809326,1038797.51000824
"PC(48:0)","PC",41472.4228248596,115394.2164505
"PG(38:1)","PG",835661.463562012,1222963.62314453
"PI(38:0) | PI(P-40:6)","PI",147998.375902812,442193.992633057
"PS(38:5)","PS",186550.370483398,298596.192126465
"[TG(56:0)]_FA18:0","TAG",582731.600176493,1528112.83552551
"PE(30:1)","PE",76600.1446501414,251375.550354004
"LPG(21:0)","PG",52249.0173441569,102624.999401855
"LPG(22:6) | PG(22:6)","PG",58380.2781677246,107311.827862549
"PS(38:4)","PS",363512.667093913,554394.562817383
"[TG(54:4)]_FA18:1","TAG",192414.347381592,570940.750506592
"CerP(d18:1/16:0)","Cer",2307.09348297119,5192.45232772827
"LPS(22:6) | PS(22:6)","PS",73491.2650044759,134535.152624512
"LPC(19:0)","PC",203808.071528117,558812.204180908
"LPI(12:0) | PI(12:0)","PI",734776.030180613,1955232.00727844
"PS(42:11)","PS",195512.334391276,305387.135595703
"[TG(60:12)]_FA20:0","TAG",162944.587704976,460744.849301147
"[TG(60:8)]_FA18:0","TAG",79520.2586644491,231304.568630981
"FA(28:0)","FA",2076852.2441686,5816148.87840424
"PS(O-40:6)","PS",704511.077707927,1930707.11751709
"[TG(52:2)]_FA16:1","TAG",226316.241780599,619324.757568359
"PS(38:2)","PS",1424837.24687703,2124755.4447998
"[TG(60:7)]_FA18:1","TAG",61608.7841033936,185590.369036865
"PI(44:4)","PI",21886.4848594666,76317.9413314819
"[TG(54:0)]_FA16:1","TAG",9236071.77607218,23360991.1418732
"LPC(18:3)","PC",191662.797676086,527638.956634521
"PS(38:1)","PS",838317.604980469,1232428.4166748
"PI(38:6)","PI",161590.814768473,253334.506994629
"SM(d18:2/14:0)","SM",183986.683230082,502133.119274902
"[TG(52:3)]_FA16:0","TAG",151271.244313558,435370.580603027
"[TG(52:5)]_FA16:0","TAG",65284.5377960205,204325.482736206
"[TG(54:7)]_FA18:1","TAG",103070.036616007,301573.284313965
"[TG(56:8)]_FA16:0","TAG",111410.754079183,320319.250216675
"LPC(19:2)","PC",235941.135019938,650289.893652344
"LPG(22:0) | PG(22:0)","PG",62391.2290039062,132429.568859863
"PE(40:0) | PE(P-42:6)_2","PE",81006.1418355306,461878.616516113
"PG(O-40:1)","PG",350804.0128479,534735.948547363
"[TG(58:8)]_FA18:1","TAG",113662.647394816,328506.102526855
"LPG(22:6) | PG(22:6)_2","PG",58879.7968546549,109665.907775879
"FA(14:0)","FA",822550.369801839,1454027.30750732
"[TG(58:2)]_FA18:0","TAG",158830.680328369,437996.715939331
"LPS(20:1) | PS(20:1)","PS",92951.7294108073,202964.331152344
"[TG(56:8)]_FA16:1","TAG",145473.087732951,418591.965734863
"16:2 Campesteryl ester","CE",1347244.46868896,2100918.02433014
"PE(P-16:0)","PE",128008.841986974,383136.783456421
"[TG(52:1)]_FA16:0","TAG",234913.161468506,630929.706793213
"PG(O-38:1)","PG",395017.200164795,612626.828033447
"SM(d18:1/14:0)","SM",173777.25268809,473190.486956787
"[TG(54:8)]_FA20:4","TAG",125882.53116862,351974.014501953
"[TG(56:4)]_FA20:4","TAG",358113.020060221,1059493.46879883
"[TG(56:7)]_FA20:0","TAG",216029.48802948,578597.567398071
"[TG(60:6)]_FA18:1","TAG",49901.7698682149,155161.803289795
"16:3 Campesteryl ester","CE",1333972.07730357,2084146.4182663
"CE(17:1) | 16:1 Campesteryl ester_2","CE",1344427.71127319,2106882.983078
"Cer(d14:1(4E)/20:1(11Z)(2OH))","Cer",83456.1323286692,232123.544193268
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))","Cer",125618.741583506,206798.818489075
"LPC(18:4)","PC",141485.660761515,389158.018737793
"LPE(15:1)","PE",160701.403441111,451476.132495117
"LPI(15:0) | PI(O-16:0)_2","PI",8239528.4738973,12968222.7156494
"LPS(20:1) | PS(20:1)_2","PS",82807.7947998047,187555.100683594
"LPS(20:2) | PS(20:2)_2","PS",102927.284281413,351885.32232666
"PC(48:2)","PC",36039.819056193,100552.503102112
"PG(20:0)","PG",52974.2404378255,105634.994482422
"[TG(54:5)]_FA18:0","TAG",79222.2521298726,231623.888092041
"[TG(54:2)]_FA18:1","TAG",280269.081848145,760032.250463867
"[TG(52:1)]_FA18:1","TAG",289138.269205729,900540.650830078
"[TG(58:3)]_FA18:0","TAG",86564.5061340332,247058.258065796
"[TG(58:9)]_FA18:2","TAG",112407.568303426,326829.75871582
"[TG(60:3)]_FA20:0","TAG",77796.4554545085,223387.261500549
"LPI(12:0) | PI(12:0)_3","PI",724924.789279938,1885357.65220032
"[TG(56:1)]_FA18:1","TAG",502064.596288045,1299829.32612305
"[TG(60:8)]_FA18:1","TAG",59522.9876505534,182578.916470337
"LPC(19:1)","PC",237187.068394979,634070.936669922
"PE(36:4)","PE",111540.310923258,191998.221063232
"[TG(48:0)]_FA18:1","TAG",184947.135403951,508418.654618835
"[TG(60:8)]_FA18:2","TAG",59576.9443918864,177898.109109497
"CerP(d18:1/20:0)","Cer",2698.48685201009,5899.20442962646
"LPS(20:2) | PS(20:2)","PS",108653.336629232,356384.014099121
"PE(42:2)_2","PE",283477.758954366,828891.642976379
"PG(36:2)","PG",502351.444295247,764377.89753418
"PS(42:4)","PS",201486.929499308,572163.775775146
"[TG(54:1)]_FA18:0","TAG",284567.69295756,755116.737237549
"CE(17:1) | 16:1 Campesteryl ester","CE",1381441.83758545,2187277.56475525
"SM(d18:0/14:0)","SM",159572.604324341,434355.997833252
"LPS(22:6) | PS(22:6)_2","PS",67829.7163492838,132169.677709961
"PG(34:1)","PG",215003.348866781,348631.497607422
"PE(32:3)","PE",73744.9894676208,261794.311132812
"[TG(54:6)]_FA20:0","TAG",90811.7693099976,253964.066778564
"22:3 Campesteryl ester","CE",517523.186189016,833164.81399765
"PG(O-40:0)","PG",330421.326833089,516242.202941895
"[TG(56:2)]_FA18:2","TAG",492932.560328166,1265502.96810913
"LPG(22:0) | PG(22:0)_2","PG",64832.1078491211,138238.286401367
"LPI(14:0) | PI(14:0)","PI",1391.47676404317,3109.5842124939
"LPI(22:4) | PI(22:4)","PI",98047.9835338593,304656.827149963
"PG(40:7)","PG",343109.196512858,535432.309088135
"PE(42:1)","PE",122126.968995412,374548.403649902
"LPI(12:0) | PI(12:0)_2","PI",753507.162619273,1934097.504216
"LPI(15:0) | PI(O-16:0)","PI",8112598.0535787,13014585.973291
"[TG(50:1)]_FA18:0","TAG",265881.998748779,754422.252502441
"[TG(60:8)]_FA20:0","TAG",152043.371022542,411370.907739258
"17:0 Campesteryl ester_simulated | CE(18:0) | 16:0 Sitosteryl ester","CE",1229735.12489192,1984286.55102005
"[TG(56:6)]_FA18:2","TAG",693468.378326416,1040907.78637085
"[TG(58:5)]_FA20:4","TAG",225516.748573303,587439.982424927
"[TG(58:1)]_FA20:0","TAG",204937.8187205,533592.573794556
"PI(42:10)","PI",40813.4996611277,125546.70940094
"[TG(60:11)]_FA20:4","TAG",188356.126780192,495927.772930908
"LPI(22:4) | PI(22:4)_2","PI",101559.710919698,310089.180874634
"[TG(56:5)]_FA18:1","TAG",695207.709147135,1048080.57095032
"[TG(60:12)]_FA20:4","TAG",154118.334437052,420917.932220459
"PS(O-20:0)","PS",28853.9999186198,114202.615380859
"[TG(52:6)]_FA18:2","TAG",68279.3145548503,241954.857913208
"[TG(52:5)]_FA20:4","TAG",180938.285878499,493783.295355225
"[TG(60:6)]_FA20:0","TAG",165321.318051656,459298.796221924
"[TG(60:6)]_FA20:4","TAG",145532.524810791,394222.027876282
"[TG(58:9)]_FA18:1","TAG",88817.2870279948,261537.506286621
"[TG(60:10)]_FA20:4","TAG",177273.33286794,483604.130078125
"[TG(60:7)]_FA18:2","TAG",48923.4500020345,149587.247344971
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))","Cer",29162.8219896952,88660.2578491211
"LPE(20:4)","PE",26829.8450215658,90786.7855224609
"PG(O-42:6)","PG",153557.76848348,487841.090429688
"PS(O-38:4)","PS",157110.748199463,277746.178417969
"[TG(48:3)]_FA18:2","TAG",204997.552515666,548270.414001465
"LPC(10:0)","PC",18340.2513376872,43925.0272399902
"[TG(58:7)]_FA18:1","TAG",149122.946456909,406440.970751953
"16:0 Campesteryl ester | CE(17:0)_2","CE",1526404.5309728,2448573.14708557
"[TG(52:4)]_FA18:2","TAG",237347.181925456,682454.934790039
"[TG(54:6)]_FA18:1","TAG",79424.8361968994,226863.564096069
"[TG(58:8)]_FA18:2","TAG",148022.492970785,401711.704193115
"[TG(60:6)]_FA18:2","TAG",43219.3728281657,131935.249307251
"1-O-carboceroyl-Cer(d18:1/18:0)","Cer",137.343353907267,2336.58022384644
"Cer(d18:1/24:0)","Cer",2332.02015749613,5509.06436691284
"LPS(12:0) | PS(12:0)","PS",32037.4794387817,64869.6445030212
"PC(O-32:1)","PC",1007946.05484517,1571305.07797852
"PS(22:7)","PS",70545.6621195475,142287.926538086
"PS(34:4)","PS",174905.15246582,319889.19564209
"PS(O-38:5)","PS",129442.301859538,227335.176049805
"[TG(56:4)]_FA20:0","TAG",92897.053024292,260662.970254517
"PC(O-32:2)","PC",1007177.4111735,1577322.0443634
"[TG(52:4)]_FA20:0","TAG",63741.7976932526,178615.604075623
"[TG(58:2)]_FA20:4","TAG",183654.583943685,487126.606530762
"PG(32:4)","PG",63471.1484069824,124308.585412598
"SM(d18:0/12:0)","SM",215821.246882121,550086.545617676
"PI(20:1)","PI",130490.51109314,260451.602255249
"PI(P-42:2)","PI",34131.9189961751,108043.93547287
"PG(42:1)","PG",97789.2807820638,192604.153027344
"[TG(56:6)]_FA16:0","TAG",202808.221247355,540102.683889771
"[TG(60:5)]_FA18:1","TAG",45797.8066864014,135826.793478394
"[TG(50:0)]_FA16:1","TAG",94485.1903025309,279854.211340332
"[TG(54:5)]_FA18:2","TAG",135208.078511556,404292.257385254
"[TG(58:10)]_FA18:2","TAG",88549.0868988037,256380.946911621
"[TG(60:9)]_FA18:2","TAG",62798.900894165,182948.712872314
"16:0 Campesteryl ester | CE(17:0)","CE",1520015.84119797,2469673.46054459
"LPG(14:1) | PG(14:1)_2","PG",262.833348592122,2931.93622817993
"LPI(20:5) | PI(20:5)","PI",56104.0375124613,119637.943972778
"LPI(20:5) | PI(20:5)_2","PI",58650.8571599324,124429.056419373
"PE(O-38:5)","PE",83903.825920105,155119.635253906
"PG(32:5)","PG",65867.1541697184,125754.322180176
"PI(32:3)","PI",45241.5897293091,155172.806672668
"PS(32:0)","PS",137470.395528158,272219.927416992
"PS(O-36:5)","PS",104978.357381185,200915.581323242
"LPI(21:0)","PI",80952.4819717407,164456.507449341
"LPS(22:0 | PS(22:0)","PS",74446.4121500651,171589.355786133
"PI(34:2)","PI",111456.957051595,234601.348071289
"PS(34:1)","PS",218211.203013102,366081.916772461
"SM(d18:1/12:0)","SM",194434.695821126,500866.069934082
"[TG(60:11)]_FA18:1","TAG",51544.3969828288,147742.498080444
"[TG(56:0)]_FA18:2","TAG",507223.268941243,1256908.64879456
"[TG(58:5)]_FA18:0","TAG",172888.012405396,453127.005987549
"[TG(60:7)]_FA20:4","TAG",89002.3086789449,241523.540609741
"LPE(15:0)","PE",98702.2465413411,286566.276489258
"LPS(15:0) | PS(O-16:0)","PS",187167.659667969,436912.96640625
"PI(40:2)","PI",80978.0288130442,231398.297353363
"LPC(17:1)","PC",268301.557331085,675334.530682373
"[TG(54:3)]_FA20:4","TAG",153518.874679565,421044.341204834
"[TG(56:6)]_FA20:4","TAG",241115.244344076,727032.124743652
"17:1 Campesteryl ester_simulated | CE(18:1) | 16:0 Stigmasteryl ester | 16:1 Sitosteryl ester","CE",1623348.47837448,2672126.22082748
"[TG(52:1)]_FA20:4","TAG",93535.0287068685,251204.169355774
"Cer(d14:2(4E,6E)/18:1(9Z))","Cer",27965.5885791779,83901.8894798279
"PS(36:1)","PS",1100336.09863281,1607757.6328125
"[TG(58:9)]_FA20:0","TAG",160113.227205912,414785.90907898
"LPS(21:0)","PS",68770.5053710938,141630.451574707
"PI(38:0) | PI(P-40:6)_2","PI",208798.949689229,567666.312680054
"CE(20:5)","CE",1382803.07528051,2251978.49733353
"[TG(58:3)]_FA20:0","TAG",83192.9586550395,223438.73944397
"22:0 Sitosteryl ester","CE",1296940.1963412,2091777.82491379
"PE(18:3)","PE",55933.5707321167,180132.716873169
"[TG(52:0)]_FA20:0","TAG",139047.303059896,384097.819378662
"17:1 Campesteryl ester_simulated | CE(18:1) | 16:0 Stigmasteryl ester | 16:1 Sitosteryl ester_2","CE",1617878.47634252,2670875.04186478
"[TG(56:8)]_FA20:0","TAG",162831.031570435,420519.788824463
"PE(O-32:5)","PE",57551.7413660685,189105.452978516
"[TG(56:0)]_FA18:1","TAG",13318134.3362503,31659859.7058228
"PG(34:6)","PG",73856.5319417318,187809.822290039
"[TG(60:2)]_FA18:1","TAG",41262.7960968018,123992.736660767
"[TG(58:10)]_FA18:1","TAG",59728.0744374593,178299.928222656
"[TG(60:9)]_FA20:0","TAG",91412.1659596761,248593.000448608
"PE(42:5)","PE",39846.6866035461,139448.879003906
"[TG(54:2)]_FA18:2","TAG",225190.150899251,749835.272558594
"[TG(56:1)]_FA18:2","TAG",13345120.571818,31580482.4855408
"[TG(56:3)]_FA18:1","TAG",80466.1852925618,232609.58901062
"[TG(58:10)]_FA18:0","TAG",91769.5793711344,240943.947607422
"[TG(58:2)]_FA20:0","TAG",119603.407534281,310555.222799683
"22:1 Campesteryl ester","CE",1127135.86077881,1802829.4207634
"22:2 Campesteryl ester","CE",926431.663036346,1493794.18928146
"LPG(22:4) | PG(22:4)_2","PG",46213.8397013346,105992.342529297
"LPI(18:0) | PI(18:0)_2","PI",215646.502545675,624190.531433105
"PE(O-34:3)","PE",49202.1169687907,160514.49566803
"PI(O-32:0)","PI",147572.894022624,298264.792663574
"PS(34:6)","PS",95137.8973795573,225136.509570313
"PS(40:5)","PS",235051.740275065,394879.433349609
"LPC(15:1)","PC",256794.36756897,624098.106915283
"17:0 Campesteryl ester_simulated | CE(18:0) | 16:0 Sitosteryl ester_2","CE",1219119.79564921,2039046.99576416
"[TG(56:6)]_FA20:0","TAG",101679.076548258,270556.951287842
"PE(42:2)","PE",312865.83618482,854098.658692932
"PG(24:0)","PG",72907.6579386393,156354.710546875
"PI(32:1)","PI",153846.980682373,318129.734655762
"[TG(56:5)]_FA20:0","TAG",71904.5650024414,199295.287103271
"[TG(54:0)]_FA18:2","TAG",67524.7890014648,198709.25246582
"LPC(17:0)","PC",201160.194241842,493374.37588501
"PE(28:0)","PE",63058.1719493866,190664.917259216
"CE(22:0) | 20:0 Sitosteryl ester","CE",550478.291940053,930078.113698578
"PE(44:6)","PE",37613.3057327271,129391.860452271
"[TG(58:6)]_FA20:4","TAG",139526.605946859,358213.300738525
"FA(24:1)","FA",1042352.51787821,2804800.68280487
"LPI(20:1)","PI",122325.592844645,257072.687646484
"LPE(17:0)","PE",59984.4005025228,196424.789367676
"PS(P-42:4)","PS",172671.835449219,293690.334680176
"[TG(52:3)]_FA20:4","TAG",122803.00193278,321279.430010986
"[TG(56:7)]_FA16:1","TAG",202599.500213623,526683.464941406
"CE(24:1) | 22:0 Stigmasteryl ester | 22:1 Sitosteryl ester","CE",1299911.90277481,2134986.18951797
"LPI(16:1) | PI(16:1)","PI",528000.608622233,952733.945117187
"LPI(16:1) | PI(16:1)_2","PI",530530.043917338,958993.747052002
"PC(O-32:3)","PC",985506.312105815,1613121.65897827
"[TG(56:2)]_FA20:0","TAG",179728.541305542,477184.669616699
"FA(24:0)","FA",1699971.72359339,2997948.08609924
"LPC(17:2)","PC",259509.174705505,634971.938677978
"LPC(20:5)","PC",126671.479712168,324013.99433136
"LPS(15:0) | PS(O-16:0)_2","PS",195096.67191569,437797.692480469
"PE(44:8)","PE",45608.8433526357,151827.163723755
"PI(P-28:0)","PI",240114.12216568,642637.216692352
"22:0 Campesteryl ester","CE",1163195.98342133,1884304.65661545
"PI(30:3)","PI",52381.9003416697,155070.639202881
"PI(P-36:5)","PI",88800.1602884928,206235.183178711
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated | 17:0 sitosteryl ester_simulated_2","CE",1373526.40917206,2293310.60894928
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))","Cer",37746.9395167033,108565.76381073
"LPG(22:4) | PG(22:4)","PG",44442.2864379883,106986.096105957
"PG(36:1)","PG",1072110.31730143,1645349.37109375
"PS(32:5)","PS",76641.6253560384,148177.490795898
"PC(O-32:0)","PC",997407.138552348,1609445.64491577
"PG(32:1)","PG",152114.650014242,274948.750708008
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated | 17:0 sitosteryl ester_simulated","CE",1379200.09485499,2304832.2700798
"PE(O-32:1)","PE",85004.7866923014,267119.304440308
"[TG(56:8)]_FA20:4","TAG",105395.077590942,290393.812457275
"Lyso_Sphinganine-1-phosphocholine","SM",112315.567606608,304414.100683594
"PE(O-42:0)","PE",38341.1728146871,144968.30582428
"[TG(50:2)]_FA18:1","TAG",315258.215087891,879915.996362305
"FA(24:6)","FA",1985195.91181691,3503358.37789459
"[TG(48:2)]_FA16:1","TAG",165726.591705322,450888.112231445
"[TG(60:4)]_FA18:2","TAG",41748.3396682739,122831.948498535
"PI(44:5)","PI",20606.614765803,66361.7766265869
"[TG(56:4)]_FA18:2","TAG",83784.72853597,233211.435742187
"LPC(14:0)","PC",110938.558209737,294161.401602173
"PE(O-38:4)","PE",88096.9588661194,175128.872320557
"LPI(18:0) | PI(18:0)","PI",222705.119043986,623743.90725708
"[TG(48:1)]_FA16:0","TAG",171010.348592122,459538.735375977
"[TG(54:1)]_FA20:0","TAG",101534.906539917,324070.203637695
"[TG(54:3)]_FA18:2","TAG",187710.186096191,498476.235668945
"[TG(54:7)]_FA16:1","TAG",167015.912033081,418268.515386963
"[TG(56:1)]_FA20:0","TAG",241381.97056071,591055.494293213
"[TG(56:1)]_FA20:4","TAG",91503.5865859985,247820.775027466
"[TG(56:5)]_FA20:4","TAG",275122.093180339,686613.482678223
"[TG(56:6)]_FA16:1","TAG",128440.152033488,335543.09473877
"[TG(58:6)]_FA18:1","TAG",118245.995145162,308894.899118042
"[TG(58:6)]_FA20:0","TAG",188069.132873535,467945.979290771
"[TG(58:7)]_FA20:4","TAG",103971.597465515,266120.898016357
"[TG(60:9)]_FA18:1","TAG",57314.7509028117,162054.723400879
"22:1 Stigmasteryl ester | 22:2 Sitosteryl ester","CE",1295593.79758581,2162005.44005432
"Cer(t18:0/26:0(2OH))","Cer",14577.3243929545,21151.8332054138
"Cholesteryl 11-hydroperoxy-eicosatetraenoate | CE(22:2) | 20:1 Stigmasteryl ester | 20:2 Sitosteryl ester","CE",520066.220821381,906749.619605255
"LPC(6:0)","PC",46288.6368357341,89465.6503845215
"LPE(17:1)","PE",79175.0459709167,237562.4602005
"PC(46:0)","PC",33007.3392136892,87427.2816047668
