"lipid","type","mean1","mean2"
"[TG(58:5)]_FA16:1","TAG",92584.7907440186,165667.967931112
"[TG(58:5)]_FA20:0","TAG",179233.119721985,318511.867749532
"[TG(58:6)]_FA20:4","TAG",208050.640917969,367600.506388346
"[TG(60:10)]_FA18:2","TAG",87392.1224578857,163982.275293986
"FA(32:0)","FA",871946.465089416,1548226.38309479
"LPS(17:1) | PS(P-18:0)_2","PS",392700.767407227,484604.295176188
"PC(46:0)","PC",46343.9431747437,85858.4529641469
"PE(O-42:2)","PE",145578.350405884,196548.59731102
"PG(42:4)","PG",294788.75760498,541019.378184001
"PS(28:0)","PS",1202206.7916748,2506913.84920247
"PS(O-36:5)","PS",142615.050183105,187539.262715658
"[TG(58:8)]_FA20:4","TAG",152997.834191895,276034.012863159
"3-hydroxylinoleoylcarnitine","CAR",4144457.68496933,5090143.36388779
"PG(O-34:3)","PG",155917.44786377,297291.638142904
"[TG(50:0)]_FA16:0","TAG",260283.527355957,526417.666849772
"[TG(60:8)]_FA16:0","TAG",73778.68540802,133098.666241964
"(11Z,14Z)-eicosadienoylcarnitine","CAR",913124.043968964,1229600.09014002
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine","CAR",4116367.88929443,5083754.51623535
"[TG(58:10)]_FA16:1","TAG",91485.0941162109,164078.914616903
"LPC(6:0)","PC",63361.8405090332,85587.3300832113
"LPE(22:6)","PE",54785.4116821289,79885.9553960164
"PE(42:4)","PE",61957.9324005127,87582.7290242513
"PS(32:2)","PS",334190.89050293,624687.231323242
"PS(32:1)","PS",217348.907739258,277521.872161865
"PS(34:1)","PS",285887.068725586,361616.179178874
"[TG(60:11)]_FA16:0","TAG",78772.8014968872,141354.932970683
"Cer(d14:1(4E)/20:0(2OH))","Cer",143292.290240479,229277.663234075
"Cer(d18:1/26:1(17Z))","Cer",2837.90820465088,3926.13689231873
"LPC(20:1)","PC",182230.870245361,338842.663696289
"[TG(60:1)]_FA20:0","TAG",262195.759909058,458090.708408356
"[TG(52:6)]_FA16:1","TAG",123075.288439941,219699.389099121
"O-(17-carboxyheptadecanoyl)carnitine","CAR",1027759.06091995,1387348.92866898
"PG(38:4)","PG",481475.252539063,592064.307576497
"[TG(56:3)]_FA16:0","TAG",117581.279946899,205581.248204549
"[TG(58:2)]_FA16:0","TAG",78676.0175720215,140312.367136637
"[TG(58:3)]_FA20:0","TAG",127346.800991821,226733.576217651
"[TG(58:9)]_FA18:0","TAG",147987.923043823,261514.184158325
"[TG(60:9)]_FA16:1","TAG",74003.5015625,132207.622833252
"LPC(3:0)","PC",75932.3568023682,144654.76280721
"LPS(20:4) | PS(20:4)_2","PS",81309.4060241699,171089.522374471
"PE(44:1)","PE",59484.1318466186,82290.5324675242
"PG(O-40:9)","PG",148147.271191406,187086.713500977
"PI(42:7)","PI",57453.0999160767,120333.295372009
"PI(O-36:1) | PI(P-36:0)","PI",91238.2708312988,197425.730115255
"LPC(20:2)","PC",177094.980981445,329196.459706624
"PG(O-30:0)","PG",236495.689862061,298782.771402995
"LPG(12:0)","PG",39797.0110900879,89302.0235290527
"PG(14:0)","PG",186.076008605957,595.586692174275
"PG(O-36:5)","PG",115757.905004883,154669.470489502
"[TG(48:2)]_FA16:0","TAG",123765.608123779,240256.094248454
"[TG(58:6)]_FA18:1","TAG",179426.091220093,320143.425430298
"LPS(22:0 | PS(22:0)_2","PS",127048.054370117,177284.875610352
"[TG(60:4)]_FA16:1","TAG",72132.80105896,127489.169090271
"Cer(t18:0/22:0(2OH))","Cer",2800.52420883179,3527.5802675883
"LPS(20:4) | PS(20:4)","PS",82314.589465332,170098.618530273
"PC(42:0)","PC",101286.719366455,139849.818105062
"PE(P-34:4)","PE",52108.3835754395,77051.0551605225
"PG(O-36:0)","PG",264013.149530029,333972.010233561
"PI(O-32:0)","PI",155348.359082031,357085.529581706
"PI(O-42:0)","PI",54555.9442321777,112890.764846802
"PS(26:1)","PS",593267.814941406,744714.007405599
"PE(30:3)","PE",86762.4623626709,179744.019577026
"PE(32:3)","PE",119459.592480469,252866.99180603
"[TG(58:5)]_FA16:0","TAG",107045.00682373,188349.429992676
"LPI(18:3) | PI(18:3)_2","PI",148597.302294922,201091.416277568
"LPI(22:6) | PI(22:6)","PI",86897.2101623535,197683.030198415
"[TG(58:10)]_FA20:4","TAG",325588.656402588,559910.138071696
"PE(21:0)","PE",45299.4388046265,66877.6143417358
"(11Z)-eicoseneoylcarnitine","CAR",969610.386988831,1325209.81180573
"LPS(17:1) | PS(P-18:0)","PS",386865.866040039,483890.225880941
"PE(42:0)","PE",79642.933467865,111261.487599691
"PI(O-42:1)","PI",45106.0193725586,94726.2600123088
"PS(38:9)","PS",408620.564666748,518910.580678304
"[TG(58:6)]_FA16:1","TAG",105977.97645874,186246.94736735
"LPI(17:1) | PI(P-18:0)_3","PI",244718.837780762,473372.964942932
"PE(42:7)","PE",94236.098550415,133609.825937907
"PE(44:2)","PE",54692.2960220337,77514.2056280772
"LPE(20:0)","PE",157389.927243042,212286.46446228
"22:1 Stigmasteryl ester | 22:2 Sitosteryl ester","CE",1431737.72639313,2639681.2158947
"[TG(60:2)]_FA16:1","TAG",69689.0650863647,122039.37837855
"PE(30:4)","PE",45645.7911636353,69056.0154520671
"22:3 Stigmasteryl ester","CE",1385173.33642044,2513890.98821831
"PE(20:4)","PE",79847.9342437744,121996.992787679
"[TG(58:10)]_FA18:1","TAG",100793.047320557,185114.166356405
"[TG(58:9)]_FA16:0","TAG",92674.466847229,163978.121887207
"LPS(22:2) | PS(22:2)_2","PS",144774.643737793,277694.285552979
"PG(40:10)","PG",142634.078466797,182533.242299398
"[TG(58:7)]_FA18:2","TAG",177298.315844727,313551.93279012
"PG(34:0)","PG",201124.42890625,259941.204762777
"[TG(56:4)]_FA16:1","TAG",115454.499606323,198186.680104574
"[TG(48:3)]_FA16:1","TAG",117874.804486084,225222.422007243
"LPS(22:0 | PS(22:0)","PS",129233.397412109,184889.388387044
"[TG(54:0)]_FA20:4","TAG",754918.879998779,1280653.66915894
"LPC(13:0)","PC",75817.9608856201,144572.397120158
"[TG(60:9)]_FA18:1","TAG",90607.5703857422,165163.560709635
"PI(38:1)","PI",135410.033668518,183476.886472066
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine","CAR",1559898.14167786,1999808.54177348
"[TG(54:2)]_FA20:4","TAG",139682.305776978,245626.410583496
"PG(32:1)","PG",197847.497106934,258920.978139242
"PE(O-42:0)","PE",87111.274671936,124803.223443349
"Cer(d18:0/16:0(2OH))","Cer",2284.7561668396,3411.22691090902
"PI(P-36:5)","PI",86675.1418334961,222421.166564941
"Arachidyl carnitine | O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine","CAR",1019469.48021774,1416547.24458949
"LPE(18:4)","PE",93534.1905883789,192975.67655309
"[TG(56:1)]_FA20:4","TAG",136726.061468506,239817.744984945
"[TG(58:3)]_FA16:1","TAG",79704.6781555176,140013.606541952
"PG(24:1)","PG",479944.726269531,612804.854125977
"PI(34:1)","PI",67370.0588378906,294102.228149414
"PS(O-34:1)","PS",176387.948602295,231993.56338501
"(9Z)-3-hydroxyoctadecenoylcarnitine","CAR",4131185.45703278,5283050.93017324
"Cer(d18:1/24:1(15Z))","Cer",2550.05616073608,3696.2969271342
"FA(12:1)","FA",242289.792474365,361219.72026062
"FA(24:6)","FA",2171372.64738464,3972012.8362058
"PE(20:0)","PE",170396.05965271,233039.753149668
"PE(42:11)","PE",84353.8661895752,121067.021934509
"PG(O-38:3)","PG",416363.187011719,534530.499084473
"CE(22:1) | 20:0 Stigmasteryl ester | 20:1 Sitosteryl ester","CE",564221.454373169,1055309.87343852
"PG(O-42:1)","PG",135222.20479126,178113.04671224
"PG(O-40:5)","PG",244259.734912109,311378.164265951
"LPG(18:1) | PG(18:1)","PG",138494.138146973,184731.109024048
"LPS(18:1) | PS(18:1)","PS",263482.905603027,344598.244791667
"[TG(58:1)]_FA16:0","TAG",89116.2622009277,153917.951237996
"[TG(58:5)]_FA18:0","TAG",271836.199310303,456969.283905029
"PI(28:1)","PI",210203.546929932,434970.722076416
"[TG(58:2)]_FA20:4","TAG",292367.416760254,495991.004892985
"CE(24:1) | 22:0 Stigmasteryl ester | 22:1 Sitosteryl ester","CE",1427432.36884003,2583316.35002963
"PG(36:7)","PG",255964.395581055,334311.850290934
"22:0 Campesteryl ester","CE",1298286.87691803,2303348.41023763
"CE(20:3) | 18:2 Stigmasteryl ester | 18:3 Sitosteryl ester","CE",1754038.78497925,3279065.55126953
"PG(40:5)","PG",241103.113031006,309832.949839274
"[TG(58:2)]_FA16:1","TAG",87364.841847229,150608.241083781
"[TG(60:12)]_FA16:1","TAG",79925.1941619873,138143.555951436
"PE(34:2)","PE",123614.789239502,178313.485827128
"PG(38:5)","PG",177183.58963623,234373.470265706
"LPI(17:1) | PI(P-18:0)","PI",266496.029153442,493291.940635681
"[TG(52:6)]_FA20:0","TAG",253873.577340698,428893.898167928
"[TG(56:4)]_FA18:2","TAG",130822.056454468,231992.868901571
"LPE(21:0)","PE",61656.4970687866,91303.9167582194
"PI(O-18:0)","PI",4319226.34405518,5755545.64506022
"PI(40:8)","PI",105498.355941772,151275.453931173
"PS(O-30:0)","PS",261115.973608398,344096.513621012
"Cer(d18:2/14:0)","Cer",1898.16010742187,2937.4235458374
"PS(30:0)","PS",187292.173950195,261742.799458822
"[TG(56:4)]_FA16:0","TAG",349059.129571533,425093.257059733
"[TG(58:4)]_FA20:0","TAG",128685.525500488,221157.792353312
"22:0 Sitosteryl ester","CE",1423765.75008774,2549679.12203598
"LPC(9:0)","PC",26105.5617126465,43819.1028645833
"LPI(17:1) | PI(P-18:0)_2","PI",253801.103500366,471085.459342957
"LPS(18:1) | PS(18:1)_2","PS",263556.895422363,347959.320037842
"LPS(22:2) | PS(22:2)","PS",146652.941992187,270692.222330729
"O-(11-carboxyundecanoyl)carnitine","CAR",1521694.64064789,2014729.35141246
"PC(30:0)","PC",894520.174328613,1169925.33756002
"PC(44:0)","PC",43960.6792953491,59693.5608596802
"PE(P-36:5)","PE",94455.5143554688,137168.419871012
"PG(O-34:0)","PG",157824.139001465,231491.837778727
"CE(20:2) | 18:1 Stigmasteryl ester | 18:2 Sitosteryl ester","CE",1842547.72100906,3410573.14424006
"19:0 Campesteryl ester_simulated | CE(20:0) | 18:0 Sitosteryl ester","CE",1789192.7895752,3328729.77980042
"[TG(58:9)]_FA16:1","TAG",113589.629006958,192735.034357707
"22:1 Campesteryl ester","CE",1245661.91785812,2189071.06197993
"PI(O-36:4) | PI(P-36:3)","PI",82512.4253501892,161823.964582443
"CE(22:0) | 20:0 Sitosteryl ester","CE",574810.81896286,1060156.95269903
"PS(42:5)","PS",162182.074780273,215117.871022542
"[TG(56:5)]_FA16:1","TAG",339389.87789917,413031.070632935
"[TG(60:6)]_FA20:4","TAG",236829.160066223,398511.653612773
"Cholesteryl 11-hydroperoxy-eicosatetraenoate | CE(22:2) | 20:1 Stigmasteryl ester | 20:2 Sitosteryl ester","CE",562912.134403229,1038254.15448888
"LPC(5:0)","PC",96770.5270568848,129567.646942139
"LPG(19:1)","PG",102647.17064209,144218.273391724
"Lyso_C17sphingosine-1-phosphocholine","SM",75543.6010070801,142385.810719808
"PE(20:2)","PE",92288.3388916016,131652.542617798
"PI(O-38:5) | PI(P-38:4)","PI",88104.5262329102,169345.221881866
"Tetradecanoylcarnitine","CAR",1168868.37157135,1569228.79640452
"CE(20:1) | 18:0 Stigmasteryl ester | 18:1 Sitosteryl ester","CE",1846303.88942337,3399135.43634923
"Cer(d20:0/26:0(2OH))","Cer",133412.451952362,215115.114915848
"PE(22:6)","PE",71225.6010650635,110367.725200653
"PI(O-40:2) | PI(P-40:1)","PI",52801.2001785278,102942.814240774
"PE(40:3)","PE",94516.2109741211,137501.4132061
"O-arachidonoylcarnitine","CAR",860087.975512695,1251017.49723307
"PG(34:5)","PG",57708.568371582,116422.968607585
"LPI(17:0)","PI",4351695.01171875,5906964.03551229
"LPE(12:0) | PE(12:0)","PE",28670.9460418701,47968.5193125407
"[TG(58:7)]_FA18:0","TAG",301479.72272644,494566.338007609
"PI(O-40:3) | PI(P-40:2)","PI",51632.5757141113,100287.154120127
"PC(30:1)","PC",908466.798095703,1196577.42973836
"PS(O-36:3)","PS",321301.060241699,422014.791829427
"PG(O-42:4)","PG",149086.974395752,199541.106984456
"PS(34:2)","PS",202435.559338379,362690.489868164
"LPG(18:1) | PG(18:1)_2","PG",135541.881286621,184636.281341553
"PE(24:0)","PE",51066.1235992432,79010.9825464884
"[TG(58:10)]_FA18:0","TAG",156628.127157593,256225.315373739
"[TG(58:6)]_FA20:0","TAG",307196.750720215,505194.127878825
"[TG(60:10)]_FA20:4","TAG",290433.143841553,486230.880299886
"Cer(d14:2(4E,6E)/16:0)","Cer",48430.3673698425,76033.0552851359
"CerP(d18:1/18:0)","Cer",2180.47615966797,3422.2902545929
"LPC(3:1)","PC",69632.8012390137,133171.261965434
"LPG(20:3) | PG(20:3)","PG",114901.826940918,160703.095967611
"LPS(20:0) | PS(20:0)","PS",101933.951501465,153163.72660319
"PC(46:2)","PC",47770.0831214905,83842.908946991
"PE(34:3)","PE",112698.444177246,168876.804428101
"PE(O-20:0)","PE",58025.535987854,86630.8289248149
"PS(44:10)","PS",105876.691168213,194243.320276896
"PS(P-20:0)","PS",173537.337475586,238137.973632812
"[TG(56:3)]_FA20:0","TAG",308481.376477051,510721.508204142
"PE(42:1)","PE",222820.419619751,315835.551134745
"PG(44:10)","PG",97879.0584991455,174085.752721151
"PI(38:9)","PI",75532.0731292725,148905.794118245
"PG(42:8)","PG",137121.237133789,189498.005869548
"PG(P-20:0)","PG",100103.75569458,142249.867818197
"SM(d18:0/16:0)","SM",907326.02645874,1199785.41574097
"LPG(20:5) | PG(20:5)_2","PG",31456.3498535156,57890.4640909831
"19:0 Campesteryl ester_simulated | CE(20:0) | 18:0 Sitosteryl ester_2","CE",1820450.04201431,3323598.88352839
"FA(30:0)","FA",1323697.16283875,2144043.090868
"FA(34:0)","FA",513229.297311401,924799.221117655
"LPE(22:1)","PE",2581.10467681885,56445.4085947673
"PG(40:0) | PG(P-42:6)_2","PG",1117221.82233887,2043170.74521891
"PS(36:5)","PS",127249.809381104,177850.573181152
"LPI(18:3) | PI(18:3)","PI",137592.043708801,200729.678661346
"PG(44:4)","PG",92459.7789794922,165402.475458781
"[TG(56:3)]_FA18:1","TAG",135224.293716431,233360.110549927
"[TG(60:9)]_FA20:0","TAG",150096.374591064,251532.937306722
"PS(O-34:0)","PS",221282.818579102,308033.798828125
"LPE(17:0)","PE",100531.49072876,192002.577152252
"PC(46:1)","PC",47147.3752174377,82204.7695484161
"[TG(56:2)]_FA18:0","TAG",182075.049407959,299178.526997884
"[TG(58:2)]_FA20:0","TAG",188021.620419312,309476.665669759
"[TG(58:8)]_FA16:0","TAG",114529.787814331,190923.600982666
"LPC(22:2)","PC",378078.835546875,799339.947835286
"LPG(20:5) | PG(20:5)","PG",28116.5100219727,54971.8838500977
"LPS(19:1)","PS",169684.535461426,239366.223378499
"LPS(20:0) | PS(20:0)_2","PS",106475.231420898,158992.490224202
"PE(20:3)","PE",84186.9374038696,137194.329121908
"PG(42:7)","PG",164837.650476074,224248.656626383
"PS(44:4)","PS",102655.59047699,182674.30308787
"[TG(58:8)]_FA18:1","TAG",197078.071990967,328528.998586019
"2-Hydroxymyristoylcarnitine | 3-hydroxytetradecanoylcarnitine","CAR",400230.06240921,582036.365548452
"Cer(d14:1(4E)/20:1(11Z)(2OH))","Cer",171203.699433136,254309.178181966
"LPE(19:0)","PE",65283.2573303223,101040.08744812
"PG(30:4)","PG",69532.6688842773,101403.381225586
"PG(42:10)","PG",121351.452630615,214361.185506185
"PS(34:0)","PS",210327.66932373,291837.112040202
"SM(d16:1/18:1)","SM",927504.052716064,1236972.13774618
"PG(30:0)","PG",165515.896655273,238231.416768392
"[TG(56:7)]_FA16:1","TAG",332611.893652344,437893.811248779
"PE(44:5)","PE",60166.6479415894,90328.9692204793
"[TG(56:0)]_FA20:4","TAG",363621.251727295,594250.749364217
"[TG(56:4)]_FA20:0","TAG",159507.690777588,265861.483378092
"[TG(60:12)]_FA20:0","TAG",281433.0240448,458241.097132365
"1-O-carboceroyl-Cer(d18:1/18:0)","Cer",1243.86412353516,2512.13684908549
"LPG(20:3) | PG(20:3)_2","PG",111892.444445801,160191.608764648
"PC(30:2)","PC",916700.448205566,1229003.76536051
"PI(O-36:5) | PI(P-36:4)","PI",61533.5044250488,118530.841659546
"[TG(60:11)]_FA20:4","TAG",309952.210617065,500622.469807943
"PG(40:0) | PG(P-42:6)","PG",1240729.57641602,2255753.69087728
"LPC(8:0)","PC",27379.3460632324,44229.1237487793
"22:2 Campesteryl ester","CE",1032912.04607468,1769047.92925135
"LPS(20:5) | PS(20:5)","PS",37509.8346435547,72469.208597819
"PG(44:3)","PG",93240.7827514649,165604.354669571
"PG(O-38:6)","PG",188506.081115723,261920.535461426
"[TG(54:7)]_FA16:1","TAG",289891.16819458,373050.140940348
"Cer(d18:1/16:0)","Cer",30421.7141990662,34563.2091108958
"SM(d18:1/16:0)","SM",911015.836352539,1224725.70629883
"22:3 Campesteryl ester","CE",539615.257039642,964440.745711009
"Cer(d14:2(4E,6E)/18:1(9Z))","Cer",61310.4762969971,92242.2864456177
"PE(44:12)","PE",72953.6293365478,108911.878074646
"PE(O-34:0)","PE",109505.267468262,164488.514511108
"PG(P-42:2)","PG",123576.892285156,216443.054616292
"[TG(52:0)]_FA18:2","TAG",100458.756420898,172794.178965251
"[TG(54:8)]_FA16:0","TAG",343917.126123047,439102.011342367
"CE(15:0)","CE",570913.140196228,871273.205680847
"LPS(22:6) | PS(22:6)","PS",96219.2140258789,147708.37012736
"PG(O-40:4)","PG",130251.285046387,181075.330474854
"[TG(58:9)]_FA18:1","TAG",181579.241345215,243857.441223145
"LPS(22:6) | PS(22:6)_2","PS",93505.8502075195,145309.983856201
"PE(O-42:6)","PE",119885.200210571,182973.130714417
"[TG(58:8)]_FA18:0","TAG",276715.644998169,357519.008326213
"LPI(17:2)","PI",196038.266943359,361751.684804281
"[TG(60:6)]_FA20:0","TAG",280093.122216797,457531.127019246
"PI(38:3)","PI",130000.381362152,189976.177775065
"PS(44:2)","PS",81417.3256965637,147755.454438527
"PS(O-38:6)","PS",213589.570581055,303299.939453125
"PI(40:4)","PI",186587.842292023,330751.432661692
"PS(O-38:3)","PS",491368.99276123,668493.227010091
"PE(P-32:1)","PE",107945.06791687,200217.581389109
"CE(22:4) | 20:3 Stigmasteryl ester","CE",1243252.3878212,1842884.63409297
"PI(O-38:2) | PI(P-38:1)","PI",80070.2211090088,151214.377624512
"SM(d18:1/26:1)17Z))","SM",651427.80703125,1065385.77237956
"Cer(d18:2/20:1)","Cer",3352.10422210693,6819.93046824137
"PG(40:4)","PG",223434.367883301,302452.971588135
"PS(40:0) | PS(P-42:6)","PS",1691242.33876953,2890448.91756185
"[TG(60:7)]_FA20:0","TAG",301546.675195312,479682.785057068
"PE(16:0)","PE",78124.3055999756,151511.622332255
"LPS(20:5) | PS(20:5)_2","PS",33312.2142822266,70104.9991861979
"PS(O-42:1)","PS",150957.610925293,211040.549316406
"PS(42:8)","PS",162497.988977051,226734.309010824
"PE(18:3)","PE",99688.971395874,182153.005528768
"[TG(58:7)]_FA18:1","TAG",230326.994567871,374826.880472819
"PE(42:9)","PE",183631.481349945,268506.537441254
"PS(O-34:2)_2","PS",143438.306408691,253243.982391357
"LPE(24:6)","PE",58612.7918365479,91996.3763593038
"PS(30:2)","PS",132688.223999023,202885.266876221
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))","Cer",61972.3240638733,91523.5733648936
"PS(36:7)","PS",274397.391589355,381907.434326172
"CE(15:1)","CE",581113.661276245,888093.108535767
"PG(O-34:2)","PG",134361.712792969,233290.668558757
"PS(32:0)","PS",167910.700488281,254770.945658366
"PS(40:0) | PS(P-42:6)_2","PS",1545723.5027832,2587663.18534342
"PE(44:8)","PE",87489.8786529541,131845.92930603
"PI(40:6)","PI",112722.902814484,223579.683086395
"PS(P-42:2)","PS",137041.390631104,237534.105000814
"LPS(20:3) | PS(20:3)_2","PS",167048.848303223,238015.791025798
"[TG(56:6)]_FA16:0","TAG",338093.423562622,453800.355361938
"1-O-cerotoyl-Cer(d18:1/16:0)","Cer",3319.27222518921,4734.93700917562
"LPG(22:6) | PG(22:6)","PG",76063.6659973145,120445.328613281
"LPS(20:3) | PS(20:3)","PS",168526.828497314,240602.150187174
"PG(O-32:0)","PG",156270.566088867,226801.691467285
"[TG(60:10)]_FA20:0","TAG",162333.406881714,214285.445785522
"PE(32:2)","PE",86777.5898590088,136381.288978577
"PE(42:6)","PE",103527.791566467,157818.587895711
"PG(42:11)","PG",150898.406591797,213036.042205811
"LPE(22:5)","PE",47835.7953536987,78702.8923670451
"[TG(58:8)]_FA18:2","TAG",229669.695941162,371451.953023275
"Cer(d14:1(4E)/24:0(2OH))","Cer",107499.727667999,158200.504796982
"PG(30:3)","PG",140292.903076172,244522.812367757
"[TG(56:4)]_FA18:1","TAG",178795.52722168,288596.640889486
"PS(30:3)","PS",166944.756860352,285382.977183024
"PI(P-30:1)","PI",50250.5025604248,101250.902114868
"PS(42:7)","PS",179070.484875488,254137.573730469
"LPE(20:3)","PE",86853.582661438,143735.487358093
"LPG(20:4) | PG(20:4)","PG",61007.7563232422,118566.607538859
"LPS(17:0) | PS(O-18:0)_3","PS",1319749.12851562,1999272.79508464
"PE(O-34:3)","PE",85734.4303588867,160375.248021444
"PI(O-38:3) | PI(P-38:2)","PI",71721.7491485596,131410.206595103
"Cer(d18:1/22:0)","Cer",5294.5962928772,7262.72711881002
"LPC(11:0)","PC",32268.3262634277,53233.9236195882
"LPI(14:0) | PI(14:0)","PI",1282.62809371948,3198.23688634237
"PE(O-28:0)","PE",100793.658615112,153274.710070292
"PG(28:0)","PG",455923.411694336,1192734.45381673
"PG(42:5)","PG",140843.985955811,197262.476491292
"[TG(58:9)]_FA18:2","TAG",195554.56217041,316630.565043132
"PE(34:6)","PE",76830.8934341431,122738.908139547
"LPE(12:0) | PE(12:0)_2","PE",31525.8900299072,54720.5572814941
"Cer(d14:2(4E,6E)/18:0(2OH))","Cer",59285.2879127502,85891.9861138662
"LPG(22:6) | PG(22:6)_2","PG",77683.2607910156,124011.38861084
"[TG(58:6)]_FA18:0","TAG",376274.371652222,583691.939214071
"PG(34:2)","PG",187503.069506836,315962.826741536
"PG(30:2)","PG",133939.065698242,195390.08026123
"Cer(d18:1/20:0)","Cer",2810.03619308472,4526.6536286672
"PS(O-40:6)","PS",1305259.04421387,1746770.9373881
"CE(14:0)","CE",193422.253746033,299166.834673564
"LPI(15:0) | PI(O-16:0)_2","PI",8946937.25554199,12652173.4744466
"[TG(58:10)]_FA18:2","TAG",178897.811730957,245509.269963582
"Cer(d18:1/24:0)","Cer",3466.42022857666,5406.06040000916
"PS(36:6)","PS",155644.349438477,225940.695648193
"PS(O-32:0)","PS",166003.891088867,247399.032124837
"PE(28:2)","PE",107255.01696167,185025.527435303
"PE(P-20:0)","PE",96968.6105834961,147903.556704203
"[TG(52:4)]_FA16:1","TAG",275554.472711182,434168.577748617
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))","Cer",75054.0808784485,108108.637137095
"PG(24:0)","PG",104989.503369141,168834.908650716
"PG(42:3)","PG",102969.807177734,209260.982381185
"[TG(52:3)]_FA16:0","TAG",284902.569458008,448083.010599772
"[TG(58:5)]_FA18:1","TAG",328932.161987305,497031.688489278
"Cer(t18:0/24:0(2OH))","Cer",4710.07633209229,6510.25375747681
"LPC(24:1)","PC",317214.124243164,519405.779703776
"LPI(18:0) | PI(18:0)_2","PI",369619.622796631,650327.854705811
"PE(44:6)","PE",71526.3771911621,111620.681668599
"PG(36:5)","PG",102835.43927002,153097.190531413
"PS(34:3)","PS",230942.862573242,384332.683878581
"PS(34:4)","PS",178360.027966309,262529.227701823
"PS(42:2)","PS",104879.794946289,159752.977722168
"PE(P-30:1)","PE",104551.651742554,188856.67297109
"LPE(17:1)","PE",149882.097842407,224040.489339193
"LPG(22:1) | PG(22:1)","PG",94899.9825561523,141579.317723592
"PC(42:1)","PC",83145.2612792969,397597.399007161
"PG(42:2)","PG",101098.963598633,152032.431243896
"PI(32:2)","PI",129531.628759766,283114.624237061
"PS(O-42:6)","PS",383416.093676758,542392.644002279
"PE(P-28:0)","PE",193667.034957886,291352.636878967
"LPC(24:0)","PC",316983.675024414,519249.676656087
"PE(40:0) | PE(P-42:6)","PE",230574.195904541,506881.299835205
"[TG(58:6)]_FA18:2","TAG",329610.838247681,495857.249677022
"[TG(58:0)]_FA20:4","TAG",183596.380703735,246943.894312541
"Cer(t18:0/26:0(2OH))","Cer",73696.3690513611,91791.2154947917
"[TG(60:2)]_FA20:0","TAG",210603.780825806,329432.568695068
"LPG(20:4) | PG(20:4)_2","PG",60133.9482116699,113925.095026652
"PE(42:3)","PE",54498.2784606934,139304.81292216
"PS(42:10)","PS",147456.921337891,246622.464752197
"SM(d18:0/26:0)","SM",362025.516796875,903146.077392578
"15:1 Campesteryl ester_simulated | CE(16:1)","CE",736645.582748413,1320206.00360616
"O-palmitoleoylcarnitine | trans-Hexadec-2-enoyl carnitine","CAR",810070.086094666,1363057.70401255
"15:1 Campesteryl ester_simulated | CE(16:1)_2","CE",761975.436190796,1349225.6556956
"Hexacosanoyl carnitine","CAR",670202.347625732,1217276.626887
"LPS(17:0) | PS(O-18:0)_2","PS",1484093.98652344,2309062.74853516
"PG(O-42:0)","PG",144074.098028564,209017.842346191
"LPG(20:2) | PG(20:2)_2","PG",122569.696972656,178543.323679606
"PI(30:0)","PI",162426.711828613,362585.537618001
"FA(22:4)","FA",507665.506021118,724011.91368866
"PG(32:4)","PG",71683.0452758789,110317.690770467
"PG(40:2)","PG",247784.277661133,352018.950500488
"PS(34:5)","PS",127279.972851563,209536.622578939
"[TG(52:2)]_FA16:0","TAG",387689.57845459,608945.090983073
"[TG(58:4)]_FA20:4","TAG",482191.135409546,733459.449279785
"Cer(d16:2(4E,6E)/24:0(2OH))","Cer",119322.588491821,180784.564216614
"LPG(17:0) | PG(16:0) | PG(O-18:0)_3","PG",1078595.88701172,1697706.21980794
"LPG(20:2) | PG(20:2)","PG",117230.541424561,174419.296162923
"PI(O-40:7)","PI",95011.8108917236,169643.589266459
"PS(30:4)","PS",77952.8736511231,120650.938329061
"PS(P-36:5)","PS",206762.219482422,300275.874694824
"[TG(58:9)]_FA20:0","TAG",261577.022506714,404611.392379761
"cis-5-Tetradecenoylcarnitine","CAR",420928.458575439,659850.657969157
"PG(P-36:5)","PG",195785.812768555,283349.842559814
"LPI(14:0) | PI(14:0)_2","PI",1631.78411636353,3051.11688804626
"[TG(58:4)]_FA18:0","TAG",402365.308480835,597627.989110311
"LPG(20:0)","PG",74702.1133422852,122093.624084473
"LPI(15:0) | PI(O-16:0)","PI",8832644.50507813,12727883.8986816
"PI(36:4)","PI",229682.065422058,351163.451138814
"PS(O-42:2)","PS",115441.044238281,172549.09858195
"[TG(54:6)]_FA18:2","TAG",312991.478088379,494974.334981283
"LPG(22:1) | PG(22:1)_2","PG",92965.3898803711,141367.523310343
"PC(40:1)","PC",433947.880957031,983459.57796224
"[TG(52:1)]_FA16:0","TAG",391802.405157471,599013.165730794
"[TG(56:3)]_FA18:2","TAG",219134.663885498,303004.394480387
"3-hydroxyarachidonoylcarnitine","CAR",883191.895936584,1366664.6667455
"CE(14:1)","CE",194297.64150238,309566.541647593
"PE(O-32:1)","PE",153948.416537476,244807.040562948
"PG(44:1)","PG",79218.7935241699,134426.060535431
